kind,similarity,question_id_a,bridge_a,question_id_b,bridge_b,question_text,question_text_b
exact,1,Q_CONS_001_002,DISCIPLINE_HABITS,Q_DISC_001_002,DISCIPLINE_HABITS,How often do you start tasks with motivation but fail to complete them?,
exact,1,Q_PRS_001_011,EXAMINATION_STRESS,Q_LTP_001_018,LONG_TERM,How often do you abandon goals when progress feels slow?,
exact,1,Q_PERSIST_001_001,DISCIPLINE_HABITS,Q_PERSIST_001_001_v2,DISCIPLINE_HABITS,How persistent are you when you face difficulty in understanding a subject topic?,
exact,1,Q_RES_001_025_v2,EMOTIONAL_RECOVERY,Q_RES_001_025_v3,EMOTIONAL_RECOVERY,How hopeful are you about performing better in future competitive situations?,
exact,1,Q_PERSIST_001_002,DISCIPLINE_HABITS,Q_PERSIST_001_002_v2,DISCIPLINE_HABITS,How often do you stop studying a subject when it becomes too difficult to understand?,
exact,1,Q_PERSIST_001_003,DISCIPLINE_HABITS,Q_PERSIST_001_003_v2,DISCIPLINE_HABITS,"Compared to others, how well do you persist in subjects that you initially find challenging?",
exact,1,Q_PERSIST_001_004,DISCIPLINE_HABITS,Q_PERSIST_001_004_v2,DISCIPLINE_HABITS,Do you feel discouraged easily when you are unable to solve difficult problems in a subject?,
exact,1,Q_PERSIST_001_005,DISCIPLINE_HABITS,Q_PERSIST_001_005_v2,DISCIPLINE_HABITS,"If a subject becomes very challenging, how confident are you that you will still continue learning it consistently?",
exact,1,Q_PERSIST_001_006,DISCIPLINE_HABITS,Q_PERSIST_001_006_v2,DISCIPLINE_HABITS,How emotionally frustrating do you find difficult subjects when you cannot understand them quickly?,
exact,1,Q_PERSIST_001_007,DISCIPLINE_HABITS,Q_PERSIST_001_007_v2,DISCIPLINE_HABITS,How often do you feel like giving up when a subject does not improve despite repeated effort?,
exact,1,Q_PERSIST_001_008,DISCIPLINE_HABITS,Q_PERSIST_001_008_v2,DISCIPLINE_HABITS,How emotionally draining is it for you to repeatedly try solving difficult concepts in a subject?,
exact,1,Q_PERSIST_001_009,DISCIPLINE_HABITS,Q_PERSIST_001_009_v2,DISCIPLINE_HABITS,How strongly do comparisons with high-performing students affect your motivation to continue difficult subjects?,
exact,1,Q_PERSIST_001_010,DISCIPLINE_HABITS,Q_PERSIST_001_010_v2,DISCIPLINE_HABITS,"Compared to last year, how much has your ability to persist in difficult subjects changed?",
exact,1,Q_PERSIST_001_011,DISCIPLINE_HABITS,Q_PERSIST_001_011_v2,DISCIPLINE_HABITS,How often do you switch away from difficult subjects instead of trying alternative methods to understand them?,
exact,1,Q_PERSIST_001_012,DISCIPLINE_HABITS,Q_PERSIST_001_012_v2,DISCIPLINE_HABITS,How often do you stop studying a topic once you feel stuck instead of revisiting it later?,
exact,1,Q_PERSIST_001_013,DISCIPLINE_HABITS,Q_PERSIST_001_013_v2,DISCIPLINE_HABITS,"During long study sessions, how often do you lose motivation when a topic does not become clear quickly?",
exact,1,Q_PERSIST_001_014,DISCIPLINE_HABITS,Q_PERSIST_001_014_v2,DISCIPLINE_HABITS,How likely are you to avoid subjects you previously found difficult?,
exact,1,Q_PERSIST_001_015,DISCIPLINE_HABITS,Q_PERSIST_001_015_v2,DISCIPLINE_HABITS,How often do difficult subjects affect your overall mood or confidence negatively for the rest of the day?,
exact,1,Q_PERSIST_001_016,DISCIPLINE_HABITS,Q_PERSIST_001_016_v2,DISCIPLINE_HABITS,"When you struggle with a difficult subject, how effectively can you find alternative ways to understand it?",
exact,1,Q_PERSIST_001_017,DISCIPLINE_HABITS,Q_PERSIST_001_017_v2,DISCIPLINE_HABITS,"How often do you seek help (friends, teachers, online resources) when a subject becomes difficult?",
exact,1,Q_PERSIST_001_018,DISCIPLINE_HABITS,Q_PERSIST_001_018_v2,DISCIPLINE_HABITS,Some students continue practicing difficult topics until they understand them fully. How true is this for you?,
exact,1,Q_PERSIST_001_019,DISCIPLINE_HABITS,Q_PERSIST_001_019_v2,DISCIPLINE_HABITS,"After successfully understanding a previously difficult topic, how motivated do you feel to continue studying?",
exact,1,Q_PERSIST_001_020,DISCIPLINE_HABITS,Q_PERSIST_001_020_v2,DISCIPLINE_HABITS,"Even if a subject feels difficult initially, how confident are you that you can master it with consistent effort?",
exact,1,Q_PERSIST_001_021,DISCIPLINE_HABITS,Q_PERSIST_001_021_v2,DISCIPLINE_HABITS,How ready are you to keep practicing difficult subjects even when progress feels slow?,
exact,1,Q_PERSIST_001_022,DISCIPLINE_HABITS,Q_PERSIST_001_022_v2,DISCIPLINE_HABITS,"If proper strategies were given, how willing would you be to apply them consistently to improve difficult subjects?",
exact,1,Q_PERSIST_001_023,DISCIPLINE_HABITS,Q_PERSIST_001_023_v2,DISCIPLINE_HABITS,How strongly do you believe effort over time can help you master difficult subjects?,
exact,1,Q_PERSIST_001_024,DISCIPLINE_HABITS,Q_PERSIST_001_024_v2,DISCIPLINE_HABITS,"If you failed to understand something today, how likely are you to revisit it again later instead of avoiding it?",
exact,1,Q_PERSIST_001_025,DISCIPLINE_HABITS,Q_PERSIST_001_025_v2,DISCIPLINE_HABITS,"Even if difficult subjects feel frustrating now, how hopeful are you that you can eventually improve and master them with practice?",
exact,1,Q_COMPARE_001_001_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_001_v4,SOCIAL_EMOTIONAL,How often do you compare your achievements or progress with those of your peers?,
exact,1,Q_COMPARE_001_001_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_001_v5,SOCIAL_EMOTIONAL,How often do you compare your achievements or progress with those of your peers?,
exact,1,Q_COMPARE_001_002_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_002_v4,SOCIAL_EMOTIONAL,"When you see peers doing better, how often does it affect your emotional state?",
exact,1,Q_COMPARE_001_002_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_002_v5,SOCIAL_EMOTIONAL,"When you see peers doing better, how often does it affect your emotional state?",
exact,1,Q_COMPARE_001_003_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_003_v4,SOCIAL_EMOTIONAL,How often do you feel pressured about your progress after observing others achievements?,
exact,1,Q_COMPARE_001_003_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_003_v5,SOCIAL_EMOTIONAL,How often do you feel pressured about your progress after observing others achievements?,
exact,1,Q_COMPARE_001_004_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_004_v4,SOCIAL_EMOTIONAL,"When peers share their success publicly, how strongly do you feel you are behind?",
exact,1,Q_COMPARE_001_004_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_004_v5,SOCIAL_EMOTIONAL,"When peers share their success publicly, how strongly do you feel you are behind?",
exact,1,Q_COMPARE_001_005_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_005_v4,SOCIAL_EMOTIONAL,"Even if your growth is steady, how often do comparisons make you doubt your future success?",
exact,1,Q_COMPARE_001_005_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_005_v5,SOCIAL_EMOTIONAL,"Even if your growth is steady, how often do comparisons make you doubt your future success?",
exact,1,Q_COMPARE_001_006_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_006_v4,SOCIAL_EMOTIONAL,How emotionally stressful do you feel after comparing yourself with high-performing peers?,
exact,1,Q_COMPARE_001_006_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_006_v5,SOCIAL_EMOTIONAL,How emotionally stressful do you feel after comparing yourself with high-performing peers?,
exact,1,Q_COMPARE_001_007_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_007_v4,SOCIAL_EMOTIONAL,How often does comparing yourself with others reduce your motivation?,
exact,1,Q_COMPARE_001_007_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_007_v5,SOCIAL_EMOTIONAL,How often does comparing yourself with others reduce your motivation?,
exact,1,Q_COMPARE_001_008_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_008_v4,SOCIAL_EMOTIONAL,How much does peer comparison affect your ability to focus on your own goals?,
exact,1,Q_COMPARE_001_008_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_008_v5,SOCIAL_EMOTIONAL,How much does peer comparison affect your ability to focus on your own goals?,
exact,1,Q_COMPARE_001_009_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_009_v4,SOCIAL_EMOTIONAL,How strongly do you feel your self-worth depends on being better than or equal to peers?,
exact,1,Q_COMPARE_001_009_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_009_v5,SOCIAL_EMOTIONAL,How strongly do you feel your self-worth depends on being better than or equal to peers?,
exact,1,Q_COMPARE_001_010_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_010_v4,SOCIAL_EMOTIONAL,"Compared to earlier, how difficult has it become to stay confident when seeing others succeed?",
exact,1,Q_COMPARE_001_010_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_010_v5,SOCIAL_EMOTIONAL,"Compared to earlier, how difficult has it become to stay confident when seeing others succeed?",
exact,1,Q_COMPARE_001_011_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_011_v4,SOCIAL_EMOTIONAL,How often do you check others progress to evaluate your own success?,
exact,1,Q_COMPARE_001_011_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_011_v5,SOCIAL_EMOTIONAL,How often do you check others progress to evaluate your own success?,
exact,1,Q_COMPARE_001_012_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_012_v4,SOCIAL_EMOTIONAL,How often do you feel dissatisfied with your progress after using others as a benchmark?,
exact,1,Q_COMPARE_001_012_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_012_v5,SOCIAL_EMOTIONAL,How often do you feel dissatisfied with your progress after using others as a benchmark?,
exact,1,Q_COMPARE_001_013_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_013_v4,SOCIAL_EMOTIONAL,"When peers achieve milestones, how often do you feel discouraged about your own journey?",
exact,1,Q_COMPARE_001_013_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_013_v5,SOCIAL_EMOTIONAL,"When peers achieve milestones, how often do you feel discouraged about your own journey?",
exact,1,Q_COMPARE_001_014_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_014_v4,SOCIAL_EMOTIONAL,How likely are you to change your goals based on what your peers are achieving?,
exact,1,Q_COMPARE_001_014_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_014_v5,SOCIAL_EMOTIONAL,How likely are you to change your goals based on what your peers are achieving?,
exact,1,Q_COMPARE_001_015_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_015_v4,SOCIAL_EMOTIONAL,"After comparing yourself with peers, how quickly are you able to regain focus on your own progress?",
exact,1,Q_COMPARE_001_015_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_015_v5,SOCIAL_EMOTIONAL,"After comparing yourself with peers, how quickly are you able to regain focus on your own progress?",
exact,1,Q_COMPARE_001_016_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_016_v4,SOCIAL_EMOTIONAL,"When you feel behind others, how effectively can you redirect your attention to your own growth journey?",
exact,1,Q_COMPARE_001_016_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_016_v5,SOCIAL_EMOTIONAL,"When you feel behind others, how effectively can you redirect your attention to your own growth journey?",
exact,1,Q_COMPARE_001_017_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_017_v4,SOCIAL_EMOTIONAL,How often do you consciously avoid comparing yourself with others?,
exact,1,Q_COMPARE_001_017_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_017_v5,SOCIAL_EMOTIONAL,How often do you consciously avoid comparing yourself with others?,
exact,1,Q_COMPARE_001_018_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_018_v4,SOCIAL_EMOTIONAL,Some people feel successful only when they are ahead of their peers. How true is this for you?,
exact,1,Q_COMPARE_001_018_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_018_v5,SOCIAL_EMOTIONAL,Some people feel successful only when they are ahead of their peers. How true is this for you?,
exact,1,Q_COMPARE_001_019_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_019_v4,SOCIAL_EMOTIONAL,"After reframing your focus back to your own journey, how emotionally calm do you usually feel?",
exact,1,Q_COMPARE_001_019_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_019_v5,SOCIAL_EMOTIONAL,"After reframing your focus back to your own journey, how emotionally calm do you usually feel?",
exact,1,Q_COMPARE_001_020_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_020_v4,SOCIAL_EMOTIONAL,"Even if others are progressing faster, how confident are you that your own path will still lead to success?",
exact,1,Q_COMPARE_001_020_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_020_v5,SOCIAL_EMOTIONAL,"Even if others are progressing faster, how confident are you that your own path will still lead to success?",
exact,1,Q_COMPARE_001_021_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_021_v4,SOCIAL_EMOTIONAL,How ready are you to focus more on your own progress rather than comparing with peers?,
exact,1,Q_COMPARE_001_021_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_021_v5,SOCIAL_EMOTIONAL,How ready are you to focus more on your own progress rather than comparing with peers?,
exact,1,Q_COMPARE_001_022_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_022_v4,SOCIAL_EMOTIONAL,"If you had tools to reduce peer comparison habits, how willing would you be to use them consistently?",
exact,1,Q_COMPARE_001_022_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_022_v5,SOCIAL_EMOTIONAL,"If you had tools to reduce peer comparison habits, how willing would you be to use them consistently?",
exact,1,Q_COMPARE_001_023_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_023_v4,SOCIAL_EMOTIONAL,How strongly do you believe comparing yourself with others helps your long-term growth?,
exact,1,Q_COMPARE_001_023_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_023_v5,SOCIAL_EMOTIONAL,How strongly do you believe comparing yourself with others helps your long-term growth?,
exact,1,Q_COMPARE_001_024_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_024_v4,SOCIAL_EMOTIONAL,"If you received one practical strategy today to reduce comparison stress, how likely are you to apply it?",
exact,1,Q_COMPARE_001_024_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_024_v5,SOCIAL_EMOTIONAL,"If you received one practical strategy today to reduce comparison stress, how likely are you to apply it?",
exact,1,Q_COMPARE_001_025_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_025_v4,SOCIAL_EMOTIONAL,"Even if you often compare yourself with others now, how hopeful are you that you can develop a more self-focused and confident mindset over time?",
exact,1,Q_COMPARE_001_025_v3,SOCIAL_EMOTIONAL,Q_COMPARE_001_025_v5,SOCIAL_EMOTIONAL,"Even if you often compare yourself with others now, how hopeful are you that you can develop a more self-focused and confident mindset over time?",
exact,1,Q_DIG_001_001_v2,LIFESTYLE_PRESSURE,Q_DIG_001_001_v3,LIFESTYLE_PRESSURE,"How strongly do you feel that digital distractions (social media, reels, games) affect your ability to focus on learning?",
exact,1,Q_DIG_001_002_v2,LIFESTYLE_PRESSURE,Q_DIG_001_002_v3,LIFESTYLE_PRESSURE,How often do you lose study time due to scrolling on social media or entertainment apps?,
exact,1,Q_DIG_001_003_v2,LIFESTYLE_PRESSURE,Q_DIG_001_003_v3,LIFESTYLE_PRESSURE,Do you feel restless or anxious when you are away from your phone while studying?,
exact,1,Q_DIG_001_004_v2,LIFESTYLE_PRESSURE,Q_DIG_001_004_v3,LIFESTYLE_PRESSURE,"Compared to your peers, how controlled do you feel in managing your digital usage during study time?",
exact,1,Q_DIG_001_005_v2,LIFESTYLE_PRESSURE,Q_DIG_001_005_v3,LIFESTYLE_PRESSURE,"If you try to study for a long period, how difficult is it for you to stay away from distractions like notifications and apps?",
exact,1,Q_DIG_001_006_v2,LIFESTYLE_PRESSURE,Q_DIG_001_006_v3,LIFESTYLE_PRESSURE,How stressed do you feel when you try to reduce your screen time?,
exact,1,Q_DIG_001_007_v2,LIFESTYLE_PRESSURE,Q_DIG_001_007_v3,LIFESTYLE_PRESSURE,How often do you feel guilty after spending excessive time on your phone instead of studying?,
exact,1,Q_DIG_001_008_v2,LIFESTYLE_PRESSURE,Q_DIG_001_008_v3,LIFESTYLE_PRESSURE,How much does phone usage interrupt your study sessions on a daily basis?,
exact,1,Q_DIG_001_009_v2,LIFESTYLE_PRESSURE,Q_DIG_001_009_v3,LIFESTYLE_PRESSURE,How strongly do you feel pressure to constantly check notifications even during important tasks?,
exact,1,Q_DIG_001_010_v2,LIFESTYLE_PRESSURE,Q_DIG_001_010_v3,LIFESTYLE_PRESSURE,"Compared to last year, how much more dependent do you feel on digital devices for entertainment?",
exact,1,Q_DIG_001_011_v2,LIFESTYLE_PRESSURE,Q_DIG_001_011_v3,LIFESTYLE_PRESSURE,How often do you start studying with your phone nearby and get distracted within minutes?,
exact,1,Q_DIG_001_012_v2,LIFESTYLE_PRESSURE,Q_DIG_001_012_v3,LIFESTYLE_PRESSURE,How often do you check your phone without a specific reason while studying?,
exact,1,Q_DIG_001_013_v2,LIFESTYLE_PRESSURE,Q_DIG_001_013_v3,LIFESTYLE_PRESSURE,"During study sessions, how focused are you without thinking about social media or entertainment?",
exact,1,Q_DIG_001_014_v2,LIFESTYLE_PRESSURE,Q_DIG_001_014_v3,LIFESTYLE_PRESSURE,"How likely are you to postpone studying because of digital entertainment (videos, reels, games)?",
exact,1,Q_DIG_001_015_v2,LIFESTYLE_PRESSURE,Q_DIG_001_015_v3,LIFESTYLE_PRESSURE,How often do you feel that your study efficiency is reduced due to multitasking with digital devices?,
exact,1,Q_DIG_001_016_v2,LIFESTYLE_PRESSURE,Q_DIG_001_016_v3,LIFESTYLE_PRESSURE,"When you intentionally avoid digital distractions, how effectively can you maintain focus on learning?",
exact,1,Q_DIG_001_017_v2,LIFESTYLE_PRESSURE,Q_DIG_001_017_v3,LIFESTYLE_PRESSURE,How often do you use strategies (like app limits or study mode) to control digital distractions?,
exact,1,Q_DIG_001_018_v2,LIFESTYLE_PRESSURE,Q_DIG_001_018_v3,LIFESTYLE_PRESSURE,How often do you lose track of time while using social media or watching videos?,
exact,1,Q_DIG_001_019_v2,LIFESTYLE_PRESSURE,Q_DIG_001_019_v3,LIFESTYLE_PRESSURE,"After reducing screen time successfully, how motivated do you feel to continue focused studying?",
exact,1,Q_DIG_001_020_v2,LIFESTYLE_PRESSURE,Q_DIG_001_020_v3,LIFESTYLE_PRESSURE,How confident are you that you can build strong focus habits despite digital distractions?,
exact,1,Q_DIG_001_021_v2,LIFESTYLE_PRESSURE,Q_DIG_001_021_v3,LIFESTYLE_PRESSURE,How ready are you to reduce unnecessary screen time to improve your learning performance?,
exact,1,Q_DIG_001_022_v2,LIFESTYLE_PRESSURE,Q_DIG_001_022_v3,LIFESTYLE_PRESSURE,"If given guidance, how willing are you to follow a structured digital detox or focus plan?",
exact,1,Q_DIG_001_023_v2,LIFESTYLE_PRESSURE,Q_DIG_001_023_v3,LIFESTYLE_PRESSURE,How strongly do you believe that digital discipline directly improves academic performance?,
exact,1,Q_DIG_001_024_v2,LIFESTYLE_PRESSURE,Q_DIG_001_024_v3,LIFESTYLE_PRESSURE,"If you set a rule to limit phone usage during study time, how likely are you to follow it consistently?",
