archetype_key,archetype_name,problem_id,stakeholder_type,intent_type,search_phrase,realism_pass,aligned,intent_clear,is_duplicate,search_realism,human_language,archetype_alignment,intent_clarity,composite
academic_achievement,Academic Achievement & Exam Performance,1,professional,emotional,at work I feel discouraged about low grades,true,true,true,false,5,5,3,5,4.5
academic_achievement,Academic Achievement & Exam Performance,1,student,help_seeking,how do I bring up low grades and results?,true,true,true,false,5,5,4,5,4.75
academic_achievement,Academic Achievement & Exam Performance,1,parent,help_seeking,how to help my child bring up low grades and results,true,true,true,false,5,5,4,5,4.75
academic_achievement,Academic Achievement & Exam Performance,1,teacher,help_seeking,helping a student bring up low grades and results,true,true,true,false,5,5,4,5,4.75
academic_achievement,Academic Achievement & Exam Performance,1,counselor,help_seeking,ways to help a client bring up low grades and results,true,true,true,false,5,5,4,5,4.75
academic_achievement,Academic Achievement & Exam Performance,1,professional,help_seeking,how do I bring up low grades and results at work?,true,true,true,false,5,5,4,5,4.75
academic_achievement,Academic Achievement & Exam Performance,1,student,future_planning,how to keep grades on track going forward,true,true,true,false,5,5,3,5,4.5
academic_achievement,Academic Achievement & Exam Performance,1,parent,future_planning,preparing my child to keep grades on track,true,true,true,false,5,5,3,5,4.5
academic_achievement,Academic Achievement & Exam Performance,1,teacher,future_planning,setting a student up to keep grades on track,true,true,true,false,5,5,3,5,4.5
academic_achievement,Academic Achievement & Exam Performance,1,counselor,future_planning,guiding a client to keep grades on track,true,true,true,false,5,5,3,5,4.5
academic_achievement,Academic Achievement & Exam Performance,1,professional,future_planning,how to keep grades on track as my career grows,true,true,true,false,5,5,3,5,4.5
adaptability_change,Adaptability & Change Navigation,5,student,informational,what is trouble coping with change?,true,true,true,false,5,5,3,5,4.5
adaptability_change,Adaptability & Change Navigation,5,parent,informational,what causes trouble coping with change in children?,true,true,true,false,5,5,3,5,4.5
adaptability_change,Adaptability & Change Navigation,5,teacher,informational,signs of trouble coping with change in students,true,true,true,false,5,5,3,5,4.5
adaptability_change,Adaptability & Change Navigation,5,counselor,informational,what does trouble coping with change look like?,true,true,true,false,5,5,3,5,4.5
adaptability_change,Adaptability & Change Navigation,5,professional,informational,what is trouble coping with change at work?,true,true,true,false,5,5,3,5,4.5
adaptability_change,Adaptability & Change Navigation,5,student,diagnostic,why do I get thrown when plans suddenly change?,true,true,true,false,5,5,5,5,5
adaptability_change,Adaptability & Change Navigation,5,parent,diagnostic,why does my child get thrown when routines change?,true,true,true,false,5,5,4,5,4.75
adaptability_change,Adaptability & Change Navigation,5,teacher,diagnostic,why does a student get thrown when routines change?,true,true,true,false,5,5,4,5,4.75
adaptability_change,Adaptability & Change Navigation,5,counselor,diagnostic,why does a client get thrown when routines change?,true,true,true,false,5,5,4,5,4.75
adaptability_change,Adaptability & Change Navigation,5,professional,diagnostic,why do I get thrown when plans suddenly change at work?,true,true,true,false,5,5,5,5,5
adaptability_change,Adaptability & Change Navigation,5,student,emotional,I feel anxious when plans suddenly change,true,true,true,false,5,5,4,5,4.75
adaptability_change,Adaptability & Change Navigation,5,parent,emotional,I am worried my child is anxious when plans suddenly change,true,true,true,false,5,5,4,5,4.75
adaptability_change,Adaptability & Change Navigation,5,teacher,emotional,my student seems anxious when plans suddenly change in class,true,true,true,false,5,5,4,5,4.75
adaptability_change,Adaptability & Change Navigation,5,counselor,emotional,my client feels anxious when plans suddenly change,true,true,true,false,5,5,4,5,4.75
adaptability_change,Adaptability & Change Navigation,5,professional,emotional,at work I feel anxious when plans suddenly change,true,true,true,false,5,5,4,5,4.75
adaptability_change,Adaptability & Change Navigation,5,student,help_seeking,how do I stay steady when things change?,true,true,true,false,5,5,3,5,4.5
adaptability_change,Adaptability & Change Navigation,5,parent,help_seeking,how to help my child stay steady when things change,true,true,true,false,5,5,3,5,4.5
adaptability_change,Adaptability & Change Navigation,5,teacher,help_seeking,helping a student stay steady when things change,true,true,true,false,5,5,3,5,4.5
adaptability_change,Adaptability & Change Navigation,5,counselor,help_seeking,ways to help a client stay steady when things change,true,true,true,false,5,5,3,5,4.5
adaptability_change,Adaptability & Change Navigation,5,professional,help_seeking,how do I stay steady when things change at work?,true,true,true,false,5,5,3,5,4.5
adaptability_change,Adaptability & Change Navigation,5,student,future_planning,how to adapt to change with ease going forward,true,true,true,false,5,5,4,5,4.75
adaptability_change,Adaptability & Change Navigation,5,parent,future_planning,preparing my child to adapt to change with ease,true,true,true,false,5,5,4,5,4.75
adaptability_change,Adaptability & Change Navigation,5,teacher,future_planning,setting a student up to adapt to change with ease,true,true,true,false,5,5,4,5,4.75
adaptability_change,Adaptability & Change Navigation,5,counselor,future_planning,guiding a client to adapt to change with ease,true,true,true,false,5,5,4,5,4.75
adaptability_change,Adaptability & Change Navigation,5,professional,future_planning,how to adapt to change with ease as my career grows,true,true,true,false,5,5,4,5,4.75
career_professional_growth,Career Growth & Professional Identity,12,student,informational,what is career confusion?,true,true,true,false,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,12,parent,informational,what causes career confusion in children?,true,true,true,false,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,12,teacher,informational,signs of career confusion in students,true,true,true,false,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,12,counselor,informational,what does career confusion look like?,true,true,true,false,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,9,professional,informational,what is career confusion at work?,true,true,true,false,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,12,student,diagnostic,why do I feel stuck about my next career step?,true,true,true,false,5,5,3,4,4.25
career_professional_growth,Career Growth & Professional Identity,12,parent,diagnostic,why does my child feel lost about which career to choose?,true,true,true,false,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,12,teacher,diagnostic,why does a student feel lost about which career to choose?,true,true,true,false,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,12,counselor,diagnostic,why does a client feel lost about which career to choose?,true,true,true,false,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,9,professional,diagnostic,why do I feel stuck about my next career step at work?,true,true,true,false,5,5,3,4,4.25
career_professional_growth,Career Growth & Professional Identity,12,student,emotional,I feel lost about which career to choose,true,true,true,false,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,12,parent,emotional,I am worried my child is lost about which career to choose,true,true,true,true,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,12,teacher,emotional,my student seems lost about which career to choose in class,true,true,true,true,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,12,counselor,emotional,my client feels lost about which career to choose,true,true,true,true,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,9,professional,emotional,at work I feel lost about which career to choose,true,true,true,false,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,12,student,help_seeking,how do I find the right career direction?,true,true,true,false,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,12,parent,help_seeking,how to help my child find the right career direction,true,true,true,false,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,12,teacher,help_seeking,helping a student find the right career direction,true,true,true,false,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,12,counselor,help_seeking,ways to help a client find the right career direction,true,true,true,false,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,9,professional,help_seeking,how do I find the right career direction at work?,true,true,true,false,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,12,student,future_planning,how to choose and grow a career going forward,true,true,true,false,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,12,parent,future_planning,preparing my child to choose and grow a career,true,true,true,false,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,12,teacher,future_planning,setting a student up to choose and grow a career,true,true,true,false,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,12,counselor,future_planning,guiding a client to choose and grow a career,true,true,true,false,5,5,3,5,4.5
career_professional_growth,Career Growth & Professional Identity,9,professional,future_planning,how to choose and grow a career as my career grows,true,true,true,false,5,5,3,5,4.5
collaboration_teamwork,Collaboration & Teamwork,13,student,informational,what is trouble working in a team?,true,true,true,false,5,5,3,5,4.5
collaboration_teamwork,Collaboration & Teamwork,13,parent,informational,what causes trouble working in a team in children?,true,true,true,false,5,5,3,5,4.5
collaboration_teamwork,Collaboration & Teamwork,13,teacher,informational,signs of trouble working in a team in students,true,true,true,false,5,5,3,5,4.5
collaboration_teamwork,Collaboration & Teamwork,13,counselor,informational,what does trouble working in a team look like?,true,true,true,false,5,5,3,5,4.5
collaboration_teamwork,Collaboration & Teamwork,13,professional,informational,what is trouble working in a team at work?,true,true,true,false,5,5,3,5,4.5
collaboration_teamwork,Collaboration & Teamwork,13,student,diagnostic,why do I find it hard to work with others?,true,true,true,false,5,5,3,5,4.5
collaboration_teamwork,Collaboration & Teamwork,13,parent,diagnostic,why does my child struggle to work in a group?,true,true,true,false,5,5,3,5,4.5
collaboration_teamwork,Collaboration & Teamwork,13,teacher,diagnostic,why does a student struggle to work in a group?,true,true,true,false,5,5,3,5,4.5
collaboration_teamwork,Collaboration & Teamwork,13,counselor,diagnostic,why does a client struggle to work in a group?,true,true,true,false,5,5,3,5,4.5
collaboration_teamwork,Collaboration & Teamwork,13,professional,diagnostic,why do I find it hard to work with others at work?,true,true,true,false,5,5,3,5,4.5
collaboration_teamwork,Collaboration & Teamwork,13,student,emotional,I feel frustrated and out of sync in a group,true,true,true,false,5,5,3,5,4.5
collaboration_teamwork,Collaboration & Teamwork,13,parent,emotional,I am worried my child is frustrated and out of sync in a group,true,true,true,false,4,5,3,5,4.25
collaboration_teamwork,Collaboration & Teamwork,13,teacher,emotional,my student seems frustrated and out of sync in a group in class,true,true,true,false,4,5,3,5,4.25
collaboration_teamwork,Collaboration & Teamwork,13,counselor,emotional,my client feels frustrated and out of sync in a group,true,true,true,false,5,5,3,5,4.5
collaboration_teamwork,Collaboration & Teamwork,13,professional,emotional,at work I feel frustrated and out of sync in a group,true,true,true,false,5,5,3,5,4.5
collaboration_teamwork,Collaboration & Teamwork,13,student,help_seeking,how do I collaborate well in a team?,true,true,true,false,5,5,4,5,4.75
collaboration_teamwork,Collaboration & Teamwork,13,parent,help_seeking,how to help my child collaborate well in a team,true,true,true,false,5,5,4,5,4.75
collaboration_teamwork,Collaboration & Teamwork,13,teacher,help_seeking,helping a student collaborate well in a team,true,true,true,false,5,5,4,5,4.75
collaboration_teamwork,Collaboration & Teamwork,13,counselor,help_seeking,ways to help a client collaborate well in a team,true,true,true,false,5,5,4,5,4.75
collaboration_teamwork,Collaboration & Teamwork,13,professional,help_seeking,how do I collaborate well in a team at work?,true,true,true,false,5,5,4,5,4.75
collaboration_teamwork,Collaboration & Teamwork,13,student,future_planning,how to work well with teammates and colleagues going forward,true,true,true,false,5,5,4,5,4.75
collaboration_teamwork,Collaboration & Teamwork,13,parent,future_planning,preparing my child to work well with teammates and colleagues,true,true,true,false,5,5,4,5,4.75
collaboration_teamwork,Collaboration & Teamwork,13,teacher,future_planning,setting a student up to work well with teammates and colleagues,true,true,true,false,5,5,4,5,4.75
collaboration_teamwork,Collaboration & Teamwork,13,counselor,future_planning,guiding a client to work well with teammates and colleagues,true,true,true,false,5,5,4,5,4.75
collaboration_teamwork,Collaboration & Teamwork,13,professional,future_planning,how to work well with teammates and colleagues as my career grows,true,true,true,false,5,5,4,5,4.75
communication_expression,Communication & Expression,17,student,informational,what is trouble expressing thoughts clearly?,true,true,true,false,5,5,4,5,4.75
communication_expression,Communication & Expression,17,parent,informational,what causes trouble expressing thoughts clearly in children?,true,true,true,false,5,5,4,5,4.75
communication_expression,Communication & Expression,17,teacher,informational,signs of trouble expressing thoughts clearly in students,true,true,true,false,5,5,4,5,4.75
communication_expression,Communication & Expression,17,counselor,informational,what does trouble expressing thoughts clearly look like?,true,true,true,false,5,5,4,5,4.75
communication_expression,Communication & Expression,17,professional,informational,what is trouble expressing thoughts clearly at work?,true,true,true,false,5,5,4,5,4.75
communication_expression,Communication & Expression,17,student,diagnostic,why do I struggle to get my point across?,true,true,true,false,5,5,3,5,4.5
communication_expression,Communication & Expression,17,parent,diagnostic,why does my child struggle to put thoughts into words?,true,true,true,false,5,5,4,5,4.75
communication_expression,Communication & Expression,17,teacher,diagnostic,why does a student struggle to put thoughts into words?,true,true,true,false,5,5,4,5,4.75
communication_expression,Communication & Expression,17,counselor,diagnostic,why does a client struggle to put thoughts into words?,true,true,true,false,5,5,4,5,4.75
communication_expression,Communication & Expression,17,professional,diagnostic,why do I struggle to get my point across at work?,true,true,true,false,5,5,3,5,4.5
communication_expression,Communication & Expression,17,student,emotional,I feel frustrated and misunderstood when explaining things,true,true,true,false,5,5,3,5,4.5
communication_expression,Communication & Expression,17,parent,emotional,I am worried my child is frustrated and misunderstood when explaining things,true,true,true,false,5,5,3,5,4.5
communication_expression,Communication & Expression,17,teacher,emotional,my student seems frustrated and misunderstood when explaining things in class,true,true,true,false,5,5,3,5,4.5
communication_expression,Communication & Expression,17,counselor,emotional,my client feels frustrated and misunderstood when explaining things,true,true,true,false,5,5,3,5,4.5
communication_expression,Communication & Expression,17,professional,emotional,at work I feel frustrated and misunderstood when explaining things,true,true,true,false,5,5,3,5,4.5
communication_expression,Communication & Expression,17,student,help_seeking,how do I express thoughts clearly and be understood?,true,true,true,false,5,5,5,5,5
communication_expression,Communication & Expression,17,parent,help_seeking,how to help my child express thoughts clearly and be understood,true,true,true,false,5,5,5,5,5
communication_expression,Communication & Expression,17,teacher,help_seeking,helping a student express thoughts clearly and be understood,true,true,true,false,5,5,5,5,5
communication_expression,Communication & Expression,17,counselor,help_seeking,ways to help a client express thoughts clearly and be understood,true,true,true,false,5,5,5,5,5
communication_expression,Communication & Expression,17,professional,help_seeking,how do I express thoughts clearly and be understood at work?,true,true,true,false,5,5,5,5,5
communication_expression,Communication & Expression,17,student,future_planning,how to communicate clearly and confidently going forward,true,true,true,false,5,5,4,5,4.75
communication_expression,Communication & Expression,17,parent,future_planning,preparing my child to communicate clearly and confidently,true,true,true,false,5,5,4,5,4.75
communication_expression,Communication & Expression,17,teacher,future_planning,setting a student up to communicate clearly and confidently,true,true,true,false,5,5,4,5,4.75
communication_expression,Communication & Expression,17,counselor,future_planning,guiding a client to communicate clearly and confidently,true,true,true,false,5,5,4,5,4.75
communication_expression,Communication & Expression,17,professional,future_planning,how to communicate clearly and confidently as my career grows,true,true,true,false,5,5,4,5,4.75
confidence_self_efficacy,Confidence & Self-Efficacy,21,student,informational,what is low confidence and self-doubt?,true,true,true,false,5,5,4,5,4.75
confidence_self_efficacy,Confidence & Self-Efficacy,21,parent,informational,what causes low confidence and self-doubt in children?,true,true,true,false,5,5,4,5,4.75
confidence_self_efficacy,Confidence & Self-Efficacy,21,teacher,informational,signs of low confidence and self-doubt in students,true,true,true,false,5,5,4,5,4.75
confidence_self_efficacy,Confidence & Self-Efficacy,21,counselor,informational,what does low confidence and self-doubt look like?,true,true,true,false,5,5,4,5,4.75
confidence_self_efficacy,Confidence & Self-Efficacy,21,professional,informational,what is low confidence and self-doubt at work?,true,true,true,false,5,5,4,5,4.75
confidence_self_efficacy,Confidence & Self-Efficacy,21,student,diagnostic,why do I doubt myself and second-guess everything?,true,true,true,false,5,5,4,5,4.75
confidence_self_efficacy,Confidence & Self-Efficacy,21,parent,diagnostic,why does my child doubt themselves and give up easily?,true,true,true,false,5,5,3,5,4.5
confidence_self_efficacy,Confidence & Self-Efficacy,21,teacher,diagnostic,why does a student doubt themselves and give up easily?,true,true,true,false,5,5,3,5,4.5
confidence_self_efficacy,Confidence & Self-Efficacy,21,counselor,diagnostic,why does a client doubt themselves and give up easily?,true,true,true,false,5,5,3,5,4.5
confidence_self_efficacy,Confidence & Self-Efficacy,21,professional,diagnostic,why do I doubt myself and second-guess everything at work?,true,true,true,false,5,5,4,5,4.75
confidence_self_efficacy,Confidence & Self-Efficacy,21,student,emotional,I feel full of self-doubt and never good enough,true,true,true,false,5,5,3,5,4.5
confidence_self_efficacy,Confidence & Self-Efficacy,21,parent,emotional,I am worried my child is full of self-doubt and never good enough,true,true,true,false,4,5,3,5,4.25
confidence_self_efficacy,Confidence & Self-Efficacy,21,teacher,emotional,my student seems full of self-doubt and never good enough in class,true,true,true,false,5,5,3,5,4.5
confidence_self_efficacy,Confidence & Self-Efficacy,21,counselor,emotional,my client feels full of self-doubt and never good enough,true,true,true,false,5,5,3,5,4.5
confidence_self_efficacy,Confidence & Self-Efficacy,21,professional,emotional,at work I feel full of self-doubt and never good enough,true,true,true,false,5,5,3,5,4.5
confidence_self_efficacy,Confidence & Self-Efficacy,21,student,help_seeking,how do I build real confidence and self-belief?,true,true,true,false,5,5,3,5,4.5
confidence_self_efficacy,Confidence & Self-Efficacy,21,parent,help_seeking,how to help my child build real confidence and self-belief,true,true,true,false,5,5,3,5,4.5
confidence_self_efficacy,Confidence & Self-Efficacy,21,teacher,help_seeking,helping a student build real confidence and self-belief,true,true,true,false,5,5,3,5,4.5
confidence_self_efficacy,Confidence & Self-Efficacy,21,counselor,help_seeking,ways to help a client build real confidence and self-belief,true,true,true,false,5,5,3,5,4.5
confidence_self_efficacy,Confidence & Self-Efficacy,21,professional,help_seeking,how do I build real confidence and self-belief at work?,true,true,true,false,5,5,3,5,4.5
confidence_self_efficacy,Confidence & Self-Efficacy,21,student,future_planning,how to build lasting confidence going forward,true,true,true,false,5,5,3,5,4.5
confidence_self_efficacy,Confidence & Self-Efficacy,21,parent,future_planning,preparing my child to build lasting confidence,true,true,true,false,5,5,3,5,4.5
confidence_self_efficacy,Confidence & Self-Efficacy,21,teacher,future_planning,setting a student up to build lasting confidence,true,true,true,false,5,5,3,5,4.5
confidence_self_efficacy,Confidence & Self-Efficacy,21,counselor,future_planning,guiding a client to build lasting confidence,true,true,true,false,5,5,3,5,4.5
confidence_self_efficacy,Confidence & Self-Efficacy,21,professional,future_planning,how to build lasting confidence as my career grows,true,true,true,false,5,5,3,5,4.5
critical_reflective_thinking,Critical & Reflective Thinking,25,student,informational,what is trouble thinking things through?,true,true,true,false,5,5,3,5,4.5
critical_reflective_thinking,Critical & Reflective Thinking,25,parent,informational,what causes trouble thinking things through in children?,true,true,true,false,5,5,3,5,4.5
critical_reflective_thinking,Critical & Reflective Thinking,25,teacher,informational,signs of trouble thinking things through in students,true,true,true,false,5,5,3,5,4.5
critical_reflective_thinking,Critical & Reflective Thinking,25,counselor,informational,what does trouble thinking things through look like?,true,true,true,false,5,5,3,5,4.5
critical_reflective_thinking,Critical & Reflective Thinking,25,professional,informational,what is trouble thinking things through at work?,true,true,true,false,5,5,3,5,4.5
critical_reflective_thinking,Critical & Reflective Thinking,25,student,diagnostic,why do I jump to conclusions without thinking?,true,true,true,false,5,5,4,5,4.75
critical_reflective_thinking,Critical & Reflective Thinking,25,parent,diagnostic,why does my child jump to conclusions without thinking it through?,true,true,true,false,5,5,4,5,4.75
critical_reflective_thinking,Critical & Reflective Thinking,25,teacher,diagnostic,why does a student jump to conclusions without thinking it through?,true,true,true,false,5,5,4,5,4.75
critical_reflective_thinking,Critical & Reflective Thinking,25,counselor,diagnostic,why does a client jump to conclusions without thinking it through?,true,true,true,false,5,5,4,5,4.75
critical_reflective_thinking,Critical & Reflective Thinking,25,professional,diagnostic,why do I jump to conclusions without thinking at work?,true,true,true,false,5,5,4,5,4.75
critical_reflective_thinking,Critical & Reflective Thinking,25,student,emotional,I feel stuck repeating the same mistakes,true,true,true,false,5,5,3,5,4.5
critical_reflective_thinking,Critical & Reflective Thinking,25,parent,emotional,I am worried my child is stuck repeating the same mistakes,true,true,true,false,5,5,3,5,4.5
critical_reflective_thinking,Critical & Reflective Thinking,25,teacher,emotional,my student seems stuck repeating the same mistakes in class,true,true,true,false,5,5,3,5,4.5
critical_reflective_thinking,Critical & Reflective Thinking,25,counselor,emotional,my client feels stuck repeating the same mistakes,true,true,true,false,5,5,3,5,4.5
critical_reflective_thinking,Critical & Reflective Thinking,25,professional,emotional,at work I feel stuck repeating the same mistakes,true,true,true,false,5,5,3,5,4.5
critical_reflective_thinking,Critical & Reflective Thinking,25,student,help_seeking,how do I think clearly and question assumptions?,true,true,true,false,5,5,4,5,4.75
critical_reflective_thinking,Critical & Reflective Thinking,25,parent,help_seeking,how to help my child think clearly and question assumptions,true,true,true,false,5,5,4,5,4.75
critical_reflective_thinking,Critical & Reflective Thinking,25,teacher,help_seeking,helping a student think clearly and question assumptions,true,true,true,false,5,5,4,5,4.75
critical_reflective_thinking,Critical & Reflective Thinking,25,counselor,help_seeking,ways to help a client think clearly and question assumptions,true,true,true,false,5,5,4,5,4.75
critical_reflective_thinking,Critical & Reflective Thinking,25,professional,help_seeking,how do I think clearly and question assumptions at work?,true,true,true,false,5,5,4,5,4.75
critical_reflective_thinking,Critical & Reflective Thinking,25,student,future_planning,how to think things through before deciding going forward,true,true,true,false,5,5,3,5,4.5
critical_reflective_thinking,Critical & Reflective Thinking,25,parent,future_planning,preparing my child to think things through before deciding,true,true,true,false,5,5,3,5,4.5
critical_reflective_thinking,Critical & Reflective Thinking,25,teacher,future_planning,setting a student up to think things through before deciding,true,true,true,false,5,5,3,5,4.5
critical_reflective_thinking,Critical & Reflective Thinking,25,counselor,future_planning,guiding a client to think things through before deciding,true,true,true,false,5,5,3,5,4.5
critical_reflective_thinking,Critical & Reflective Thinking,25,professional,future_planning,how to think things through before deciding as my career grows,true,true,true,false,5,5,3,5,4.5
curiosity_innovation,Curiosity & Innovation,29,student,informational,what is low curiosity and creativity?,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,parent,informational,what causes low curiosity and creativity in children?,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,teacher,informational,signs of low curiosity and creativity in students,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,counselor,informational,what does low curiosity and creativity look like?,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,professional,informational,what is low curiosity and creativity at work?,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,student,diagnostic,why do I feel short on new ideas and curiosity?,true,true,true,false,5,5,5,4,4.75
curiosity_innovation,Curiosity & Innovation,29,parent,diagnostic,why does my child rarely explore or ask questions?,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,teacher,diagnostic,why does a student rarely explore or ask questions?,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,counselor,diagnostic,why does a client rarely explore or ask questions?,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,professional,diagnostic,why do I feel short on new ideas and curiosity at work?,true,true,true,false,5,5,5,4,4.75
curiosity_innovation,Curiosity & Innovation,29,student,emotional,I feel creatively stuck and out of fresh ideas,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,parent,emotional,I am worried my child is creatively stuck and out of fresh ideas,true,true,true,false,4,5,4,5,4.5
curiosity_innovation,Curiosity & Innovation,29,teacher,emotional,my student seems creatively stuck and out of fresh ideas in class,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,counselor,emotional,my client feels creatively stuck and out of fresh ideas,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,professional,emotional,at work I feel creatively stuck and out of fresh ideas,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,student,help_seeking,how do I spark curiosity and creativity?,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,parent,help_seeking,how to help my child spark curiosity and creativity,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,teacher,help_seeking,helping a student spark curiosity and creativity,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,counselor,help_seeking,ways to help a client spark curiosity and creativity,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,professional,help_seeking,how do I spark curiosity and creativity at work?,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,student,future_planning,how to keep exploring and creating new ideas going forward,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,parent,future_planning,preparing my child to keep exploring and creating new ideas,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,teacher,future_planning,setting a student up to keep exploring and creating new ideas,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,counselor,future_planning,guiding a client to keep exploring and creating new ideas,true,true,true,false,5,5,4,5,4.75
curiosity_innovation,Curiosity & Innovation,29,professional,future_planning,how to keep exploring and creating new ideas as my career grows,true,true,true,false,5,5,4,5,4.75
decision_judgment,Decision-Making & Judgment,33,student,informational,what is trouble making decisions?,true,true,true,false,5,5,3,5,4.5
decision_judgment,Decision-Making & Judgment,33,parent,informational,what causes trouble making decisions in children?,true,true,true,false,5,5,3,5,4.5
decision_judgment,Decision-Making & Judgment,33,teacher,informational,signs of trouble making decisions in students,true,true,true,false,5,5,3,5,4.5
decision_judgment,Decision-Making & Judgment,33,counselor,informational,what does trouble making decisions look like?,true,true,true,false,5,5,3,5,4.5
decision_judgment,Decision-Making & Judgment,33,professional,informational,what is trouble making decisions at work?,true,true,true,false,5,5,3,5,4.5
decision_judgment,Decision-Making & Judgment,33,student,diagnostic,why do I keep changing my mind and regret choices?,true,true,true,false,5,5,4,5,4.75
decision_judgment,Decision-Making & Judgment,33,parent,diagnostic,why does my child can not decide and keep changing their mind?,true,true,true,false,5,5,3,5,4.5
decision_judgment,Decision-Making & Judgment,33,teacher,diagnostic,why does a student can not decide and keep changing their mind?,true,true,true,false,5,5,3,5,4.5
