id,atomic_signal_id,family,old_tag,new_tag
1641,BEH_AVD_037,avoidance_signals,GENERAL_CONCERN,ADJUSTMENT_COPING
1642,BEH_AVD_038,avoidance_signals,GENERAL_CONCERN,ADJUSTMENT_COPING
1643,BEH_AVD_039,avoidance_signals,GENERAL_CONCERN,ADJUSTMENT_COPING
1765,BEH_PROC_001,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1766,BEH_PROC_002,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1768,BEH_PROC_004,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1769,BEH_PROC_005,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1770,BEH_PROC_006,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1772,BEH_PROC_008,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1773,BEH_PROC_009,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1774,BEH_PROC_010,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1775,BEH_PROC_011,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1776,BEH_PROC_012,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1777,BEH_PROC_013,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1778,BEH_PROC_014,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1779,BEH_PROC_015,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1780,BEH_PROC_016,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1782,BEH_PROC_018,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1783,BEH_PROC_019,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1784,BEH_PROC_020,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1786,BEH_PROC_022,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1788,BEH_PROC_024,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1790,BEH_PROC_026,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1793,BEH_PROC_029,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1794,BEH_PROC_030,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1795,BEH_PROC_031,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1796,BEH_PROC_032,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1798,BEH_PROC_034,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1799,BEH_PROC_035,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1801,BEH_PROC_037,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1802,BEH_PROC_038,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1803,BEH_PROC_039,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
1804,BEH_PROC_040,procrastination_signals,GENERAL_CONCERN,DISCIPLINE_HABITS
2127,BEH_RISK_003,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2128,BEH_RISK_004,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2129,BEH_RISK_005,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2132,BEH_RISK_008,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2133,BEH_RISK_009,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2134,BEH_RISK_010,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2135,BEH_RISK_011,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2137,BEH_RISK_013,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2139,BEH_RISK_015,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2141,BEH_RISK_017,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2142,BEH_RISK_018,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2143,BEH_RISK_019,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2144,BEH_RISK_020,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2145,BEH_RISK_021,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2146,BEH_RISK_022,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2148,BEH_RISK_024,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2150,BEH_RISK_026,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2154,BEH_RISK_030,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2155,BEH_RISK_031,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2156,BEH_RISK_032,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2158,BEH_RISK_034,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2159,BEH_RISK_035,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2160,BEH_RISK_036,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2161,BEH_RISK_037,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2162,BEH_RISK_038,risk_avoidance_signals,GENERAL_CONCERN,EXPLORATION_INHIBITION
2205,BEH_DEP_001,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2206,BEH_DEP_002,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2207,BEH_DEP_003,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2209,BEH_DEP_005,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2210,BEH_DEP_006,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2211,BEH_DEP_007,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2213,BEH_DEP_009,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2214,BEH_DEP_010,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2215,BEH_DEP_011,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2216,BEH_DEP_012,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2217,BEH_DEP_013,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2219,BEH_DEP_015,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2220,BEH_DEP_016,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2222,BEH_DEP_018,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2223,BEH_DEP_019,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2224,BEH_DEP_020,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2225,BEH_DEP_021,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2226,BEH_DEP_022,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2227,BEH_DEP_023,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2229,BEH_DEP_025,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2230,BEH_DEP_026,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2231,BEH_DEP_027,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2232,BEH_DEP_028,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2234,BEH_DEP_030,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2235,BEH_DEP_031,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2236,BEH_DEP_032,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2237,BEH_DEP_033,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2238,BEH_DEP_034,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2240,BEH_DEP_036,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2242,BEH_DEP_038,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2243,BEH_DEP_039,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2244,BEH_DEP_040,dependency_behavior_signals,GENERAL_CONCERN,INDEPENDENCE_DEVELOPMENT
2248,BEH_IMP_004,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2251,BEH_IMP_007,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2252,BEH_IMP_008,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2253,BEH_IMP_009,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2255,BEH_IMP_011,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2257,BEH_IMP_013,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2258,BEH_IMP_014,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2259,BEH_IMP_015,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2262,BEH_IMP_018,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2264,BEH_IMP_020,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2267,BEH_IMP_023,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2268,BEH_IMP_024,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2269,BEH_IMP_025,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2270,BEH_IMP_026,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2271,BEH_IMP_027,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2272,BEH_IMP_028,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2273,BEH_IMP_029,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2274,BEH_IMP_030,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2275,BEH_IMP_031,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2277,BEH_IMP_033,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2278,BEH_IMP_034,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2279,BEH_IMP_035,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2282,BEH_IMP_038,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2284,BEH_IMP_040,impulsive_behavior_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2365,BEH_RES_001,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2366,BEH_RES_002,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2367,BEH_RES_003,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2368,BEH_RES_004,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2370,BEH_RES_006,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2372,BEH_RES_008,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2373,BEH_RES_009,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2374,BEH_RES_010,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2377,BEH_RES_013,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2378,BEH_RES_014,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2379,BEH_RES_015,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2380,BEH_RES_016,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2381,BEH_RES_017,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2382,BEH_RES_018,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2383,BEH_RES_019,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2384,BEH_RES_020,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2385,BEH_RES_021,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2387,BEH_RES_023,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2389,BEH_RES_025,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2390,BEH_RES_026,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2392,BEH_RES_028,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2393,BEH_RES_029,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2394,BEH_RES_030,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2397,BEH_RES_033,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2398,BEH_RES_034,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2399,BEH_RES_035,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2400,BEH_RES_036,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2401,BEH_RES_037,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2402,BEH_RES_038,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2404,BEH_RES_040,behavioral_resistance_signals,GENERAL_CONCERN,BEHAVIORAL_REGULATION
2406,MOT_BURN_002,burnout_signals,GENERAL_CONCERN,LIFESTYLE_PRESSURE
2408,MOT_BURN_004,burnout_signals,GENERAL_CONCERN,LIFESTYLE_PRESSURE
2412,MOT_BURN_008,burnout_signals,GENERAL_CONCERN,LIFESTYLE_PRESSURE
2413,MOT_BURN_009,burnout_signals,GENERAL_CONCERN,LIFESTYLE_PRESSURE
2414,MOT_BURN_010,burnout_signals,GENERAL_CONCERN,LIFESTYLE_PRESSURE
2418,MOT_BURN_014,burnout_signals,GENERAL_CONCERN,LIFESTYLE_PRESSURE
2419,MOT_BURN_015,burnout_signals,GENERAL_CONCERN,LIFESTYLE_PRESSURE
2422,MOT_BURN_018,burnout_signals,GENERAL_CONCERN,LIFESTYLE_PRESSURE
2426,MOT_BURN_022,burnout_signals,GENERAL_CONCERN,LIFESTYLE_PRESSURE
2428,MOT_BURN_024,burnout_signals,GENERAL_CONCERN,LIFESTYLE_PRESSURE
2430,MOT_BURN_026,burnout_signals,GENERAL_CONCERN,LIFESTYLE_PRESSURE
2432,MOT_BURN_028,burnout_signals,GENERAL_CONCERN,LIFESTYLE_PRESSURE
2433,MOT_BURN_029,burnout_signals,GENERAL_CONCERN,LIFESTYLE_PRESSURE
2435,MOT_BURN_031,burnout_signals,GENERAL_CONCERN,LIFESTYLE_PRESSURE
2438,MOT_BURN_034,burnout_signals,GENERAL_CONCERN,LIFESTYLE_PRESSURE
2439,MOT_BURN_035,burnout_signals,GENERAL_CONCERN,LIFESTYLE_PRESSURE
2441,MOT_BURN_037,burnout_signals,GENERAL_CONCERN,LIFESTYLE_PRESSURE
2443,MOT_BURN_039,burnout_signals,GENERAL_CONCERN,LIFESTYLE_PRESSURE
2567,MOT_DIS_003,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2568,MOT_DIS_004,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2570,MOT_DIS_006,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2571,MOT_DIS_007,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2572,MOT_DIS_008,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2573,MOT_DIS_009,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2574,MOT_DIS_010,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2576,MOT_DIS_012,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2578,MOT_DIS_014,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2579,MOT_DIS_015,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2581,MOT_DIS_017,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2582,MOT_DIS_018,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2584,MOT_DIS_020,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2585,MOT_DIS_021,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2586,MOT_DIS_022,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2587,MOT_DIS_023,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2588,MOT_DIS_024,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2591,MOT_DIS_027,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2592,MOT_DIS_028,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2593,MOT_DIS_029,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2594,MOT_DIS_030,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2595,MOT_DIS_031,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2597,MOT_DIS_033,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2599,MOT_DIS_035,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2600,MOT_DIS_036,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2601,MOT_DIS_037,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2602,MOT_DIS_038,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2604,MOT_DIS_040,disengagement_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2805,MOT_REW_001,reward_dependency_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2806,MOT_REW_002,reward_dependency_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2807,MOT_REW_003,reward_dependency_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2808,MOT_REW_004,reward_dependency_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2809,MOT_REW_005,reward_dependency_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2810,MOT_REW_006,reward_dependency_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2811,MOT_REW_007,reward_dependency_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2812,MOT_REW_008,reward_dependency_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2813,MOT_REW_009,reward_dependency_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2814,MOT_REW_010,reward_dependency_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2815,MOT_REW_011,reward_dependency_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2817,MOT_REW_013,reward_dependency_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2818,MOT_REW_014,reward_dependency_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2819,MOT_REW_015,reward_dependency_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2820,MOT_REW_016,reward_dependency_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2822,MOT_REW_018,reward_dependency_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2823,MOT_REW_019,reward_dependency_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2824,MOT_REW_020,reward_dependency_signals,GENERAL_CONCERN,MOTIVATION_VALUES
2825,MOT_REW_021,reward_dependency_signals,GENERAL_CONCERN,MOTIVATION_VALUES
