concern_id,concern_name,canonical_type,behavior_statement,behavior_category,frame_id,source,quality_total,accepted
CONCERN_ACA_1136,Build Long-Term Emotional Resilience,Trait,reacts strongly to small setbacks,Emotional,mood_react,curated,19,true
CONCERN_ACA_1136,Build Long-Term Emotional Resilience,Trait,struggles to bounce back after setbacks,Emotional,recovery_bounce,curated,19,true
CONCERN_ACA_1162,Visibility into Student Competency Distribution Across Grades,Capability,repeats the same approach despite poor results,Learning,skill_plateau,curated,19,true
CONCERN_ACA_1162,Visibility into Student Competency Distribution Across Grades,Capability,lets their contributions go unnoticed at {setting},Career,work_visibility,curated,19,true
CONCERN_ACA_1162,Visibility into Student Competency Distribution Across Grades,Capability,struggles to make progress at {setting},Career,generic_Career,generic_fallback,10,false
CONCERN_ACA_1168,Detect Emotional Burnout Across Students,Outcome,feels drained and disengaged from {task},Emotional,burnout_drained,curated,19,true
CONCERN_ACA_1168,Detect Emotional Burnout Across Students,Outcome,reacts strongly to small setbacks,Emotional,mood_react,curated,19,true
CONCERN_ACA_1168,Detect Emotional Burnout Across Students,Outcome,shows visible discomfort during {task},Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_ACA_1174,Visibility into Classroom Engagement Patterns,Capability,avoids the hardest {task},Academic,academic_avoid,curated,19,true
CONCERN_ACA_1174,Visibility into Classroom Engagement Patterns,Capability,shows little energy for starting {task},Self-Management,motivation_low,curated,19,true
CONCERN_ACA_1174,Visibility into Classroom Engagement Patterns,Capability,lets their contributions go unnoticed at {setting},Career,work_visibility,curated,19,true
CONCERN_ACA_1178,Measure Institutional Learning Effectiveness,Capability,gives up after the first mistake,Learning,learn_giveup,curated,19,true
CONCERN_ACA_1178,Measure Institutional Learning Effectiveness,Capability,rarely explores topics beyond what is required,Learning,learn_incurious,curated,19,true
CONCERN_ACA_1178,Measure Institutional Learning Effectiveness,Capability,re-reads notes without testing recall,Academic,study_passive,curated,19,true
CONCERN_ACA_1188,Measure Collaborative Competencies Institutionally,Capability,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1188,Measure Collaborative Competencies Institutionally,Capability,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1188,Measure Collaborative Competencies Institutionally,Capability,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1194,Visibility into Future Career Readiness Across Students,Outcome,misses opportunities by not acting on them,Career,career_passive,curated,19,true
CONCERN_ACA_1194,Visibility into Future Career Readiness Across Students,Outcome,cannot describe a clear next career step,Career,career_unclear,curated,19,true
CONCERN_ACA_1194,Visibility into Future Career Readiness Across Students,Outcome,lets their contributions go unnoticed at {setting},Career,work_visibility,curated,19,true
CONCERN_ACA_1198,Visibility into Teacher Competency Growth Needs,Capability,rarely explores topics beyond what is required,Learning,learn_incurious,curated,19,true
CONCERN_ACA_1198,Visibility into Teacher Competency Growth Needs,Capability,repeats the same approach despite poor results,Learning,skill_plateau,curated,19,true
CONCERN_ACA_1198,Visibility into Teacher Competency Growth Needs,Capability,lets their contributions go unnoticed at {setting},Career,work_visibility,curated,19,true
CONCERN_ACA_1211,Holistic School Effectiveness Beyond Academic Results,Capability,avoids the hardest {task},Academic,academic_avoid,curated,19,true
CONCERN_ACA_1211,Holistic School Effectiveness Beyond Academic Results,Capability,shows difficulty with {task},Academic,generic_Academic,generic_fallback,10,false
CONCERN_ACA_1211,Holistic School Effectiveness Beyond Academic Results,Capability,avoids tasks related to {task},Academic,generic_Academic,generic_fallback,10,false
CONCERN_ACA_1217,Detecting Faculty Motivation Decline Early,Outcome,shows little energy for starting {task},Self-Management,motivation_low,curated,19,true
CONCERN_ACA_1217,Detecting Faculty Motivation Decline Early,Outcome,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1217,Detecting Faculty Motivation Decline Early,Outcome,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1224,Measure Institutional Adaptability Readiness,Outcome,resists new ways of doing {task},Learning,adapt_resist,curated,17,true
CONCERN_ACA_1224,Measure Institutional Adaptability Readiness,Outcome,misses opportunities by not acting on them,Career,career_passive,curated,19,true
CONCERN_ACA_1224,Measure Institutional Adaptability Readiness,Outcome,avoids learning new approaches to {task},Learning,generic_Learning,generic_fallback,10,false
CONCERN_ACA_1232,Build Institutional Reflective Teaching Practices,Capability,rarely notices how their actions affect {peers},Emotional,self_awareness,curated,19,true
CONCERN_ACA_1232,Build Institutional Reflective Teaching Practices,Capability,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1232,Build Institutional Reflective Teaching Practices,Capability,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1249,Faculty Emotional Wellbeing Institutionally,Problem,feels drained and disengaged from {task},Emotional,burnout_drained,curated,19,true
CONCERN_ACA_1249,Faculty Emotional Wellbeing Institutionally,Problem,reacts strongly to small setbacks,Emotional,mood_react,curated,19,true
CONCERN_ACA_1249,Faculty Emotional Wellbeing Institutionally,Problem,shows visible discomfort during {task},Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_ACA_1262,Visibility into Real Classroom Learning Effectiveness,Capability,avoids the hardest {task},Academic,academic_avoid,curated,19,true
CONCERN_ACA_1262,Visibility into Real Classroom Learning Effectiveness,Capability,gives up after the first mistake,Learning,learn_giveup,curated,19,true
CONCERN_ACA_1262,Visibility into Real Classroom Learning Effectiveness,Capability,rarely explores topics beyond what is required,Learning,learn_incurious,curated,19,true
CONCERN_ACA_1262,Visibility into Real Classroom Learning Effectiveness,Capability,re-reads notes without testing recall,Academic,study_passive,curated,19,true
CONCERN_ACA_1262,Visibility into Real Classroom Learning Effectiveness,Capability,lets their contributions go unnoticed at {setting},Career,work_visibility,curated,19,true
CONCERN_ACA_1264,Measure Classroom Engagement Quality,Capability,avoids the hardest {task},Academic,academic_avoid,curated,19,true
CONCERN_ACA_1264,Measure Classroom Engagement Quality,Capability,shows little energy for starting {task},Self-Management,motivation_low,curated,19,true
CONCERN_ACA_1264,Measure Classroom Engagement Quality,Capability,shows difficulty with {task},Academic,generic_Academic,generic_fallback,10,false
CONCERN_ACA_1267,Faculty Delivery Consistency,Problem,abandons routines for {task} after a few days,Self-Management,discipline_inconsistent,curated,19,true
CONCERN_ACA_1267,Faculty Delivery Consistency,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1267,Faculty Delivery Consistency,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1269,Active Learning Environments,Problem,gives up after the first mistake,Learning,learn_giveup,curated,19,true
CONCERN_ACA_1269,Active Learning Environments,Problem,rarely explores topics beyond what is required,Learning,learn_incurious,curated,19,true
CONCERN_ACA_1269,Active Learning Environments,Problem,re-reads notes without testing recall,Academic,study_passive,curated,19,true
CONCERN_ACA_1271,Aligning Assessment Practices with Actual Learning,Problem,gives up after the first mistake,Learning,learn_giveup,curated,19,true
CONCERN_ACA_1271,Aligning Assessment Practices with Actual Learning,Problem,rarely explores topics beyond what is required,Learning,learn_incurious,curated,19,true
CONCERN_ACA_1271,Aligning Assessment Practices with Actual Learning,Problem,re-reads notes without testing recall,Academic,study_passive,curated,19,true
CONCERN_ACA_1275,Balancing Academic Rigor with Learning Absorption,Capability,avoids the hardest {task},Academic,academic_avoid,curated,19,true
CONCERN_ACA_1275,Balancing Academic Rigor with Learning Absorption,Capability,gives up after the first mistake,Learning,learn_giveup,curated,19,true
CONCERN_ACA_1275,Balancing Academic Rigor with Learning Absorption,Capability,rarely explores topics beyond what is required,Learning,learn_incurious,curated,19,true
CONCERN_ACA_1275,Balancing Academic Rigor with Learning Absorption,Capability,re-reads notes without testing recall,Academic,study_passive,curated,19,true
CONCERN_ACA_1280,"Holistic Integration Between Curriculum Delivery, Learning Quality, Engagement, and Competency Outcomes",Capability,gives up after the first mistake,Learning,learn_giveup,curated,19,true
CONCERN_ACA_1280,"Holistic Integration Between Curriculum Delivery, Learning Quality, Engagement, and Competency Outcomes",Capability,rarely explores topics beyond what is required,Learning,learn_incurious,curated,19,true
CONCERN_ACA_1280,"Holistic Integration Between Curriculum Delivery, Learning Quality, Engagement, and Competency Outcomes",Capability,shows little energy for starting {task},Self-Management,motivation_low,curated,19,true
CONCERN_ACA_1280,"Holistic Integration Between Curriculum Delivery, Learning Quality, Engagement, and Competency Outcomes",Capability,repeats the same approach despite poor results,Learning,skill_plateau,curated,19,true
CONCERN_ACA_1280,"Holistic Integration Between Curriculum Delivery, Learning Quality, Engagement, and Competency Outcomes",Capability,re-reads notes without testing recall,Academic,study_passive,curated,19,true
CONCERN_ACA_1282,Visibility into Classroom-Level Learning Outcomes,Capability,avoids the hardest {task},Academic,academic_avoid,curated,19,true
CONCERN_ACA_1282,Visibility into Classroom-Level Learning Outcomes,Capability,gives up after the first mistake,Learning,learn_giveup,curated,19,true
CONCERN_ACA_1282,Visibility into Classroom-Level Learning Outcomes,Capability,rarely explores topics beyond what is required,Learning,learn_incurious,curated,19,true
CONCERN_ACA_1282,Visibility into Classroom-Level Learning Outcomes,Capability,re-reads notes without testing recall,Academic,study_passive,curated,19,true
CONCERN_ACA_1282,Visibility into Classroom-Level Learning Outcomes,Capability,lets their contributions go unnoticed at {setting},Career,work_visibility,curated,19,true
CONCERN_ACA_1285,Academic Delivery Fatigue Among Teachers,Outcome,avoids the hardest {task},Academic,academic_avoid,curated,19,true
CONCERN_ACA_1285,Academic Delivery Fatigue Among Teachers,Outcome,feels drained and disengaged from {task},Emotional,burnout_drained,curated,19,true
CONCERN_ACA_1285,Academic Delivery Fatigue Among Teachers,Outcome,shows difficulty with {task},Academic,generic_Academic,generic_fallback,10,false
CONCERN_ACA_1294,Monitor Student Confidence and Self-Worth Trends,Capability,doubts their ability to handle {task},Emotional,conf_doubt,curated,19,true
CONCERN_ACA_1294,Monitor Student Confidence and Self-Worth Trends,Capability,shows visible discomfort during {task},Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_ACA_1294,Monitor Student Confidence and Self-Worth Trends,Capability,struggles to stay composed under pressure,Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_ACA_1302,Personalize Student Intervention Pathways,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1302,Personalize Student Intervention Pathways,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1302,Personalize Student Intervention Pathways,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_131,Motivation During Low-Performance Phases,Problem,shows little energy for starting {task},Self-Management,motivation_low,curated,19,true
CONCERN_ACA_131,Motivation During Low-Performance Phases,Problem,underperforms relative to their ability at {setting},Career,performance_under,curated,19,true
CONCERN_ACA_131,Motivation During Low-Performance Phases,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1310,Visibility into Student Communication Confidence Levels,Capability,avoids speaking up in {setting},Social,comm_quiet,curated,19,true
CONCERN_ACA_1310,Visibility into Student Communication Confidence Levels,Capability,"gives very short, vague answers",Social,comm_short,curated,19,true
CONCERN_ACA_1310,Visibility into Student Communication Confidence Levels,Capability,doubts their ability to handle {task},Emotional,conf_doubt,curated,19,true
CONCERN_ACA_1310,Visibility into Student Communication Confidence Levels,Capability,lets their contributions go unnoticed at {setting},Career,work_visibility,curated,19,true
CONCERN_ACA_1348,concentration during classes,Problem,loses focus within minutes of starting {task},Cognitive,focus_drift,curated,19,true
CONCERN_ACA_1348,concentration during classes,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1348,concentration during classes,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1351,conceptual clarity in STEM subjects,Capability,avoids the hardest {task},Academic,academic_avoid,curated,19,true
CONCERN_ACA_1351,conceptual clarity in STEM subjects,Capability,cannot describe a clear next career step,Career,career_unclear,curated,19,true
CONCERN_ACA_1351,conceptual clarity in STEM subjects,Capability,misreads instructions for {task},Cognitive,comp_misunderstand,curated,19,true
CONCERN_ACA_1357,Overdependence on tuition centers,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1357,Overdependence on tuition centers,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1357,Overdependence on tuition centers,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1366,Digital addiction reducing study efficiency,Problem,skips planned study sessions,Academic,study_irregular,curated,19,true
CONCERN_ACA_1366,Digital addiction reducing study efficiency,Problem,re-reads notes without testing recall,Academic,study_passive,curated,19,true
CONCERN_ACA_1366,Digital addiction reducing study efficiency,Problem,shows difficulty with {task},Academic,generic_Academic,generic_fallback,10,false
CONCERN_ACA_1859,Academic Dishonesty,Problem,avoids the hardest {task},Academic,academic_avoid,curated,19,true
CONCERN_ACA_1859,Academic Dishonesty,Problem,shows difficulty with {task},Academic,generic_Academic,generic_fallback,10,false
CONCERN_ACA_1859,Academic Dishonesty,Problem,avoids tasks related to {task},Academic,generic_Academic,generic_fallback,10,false
CONCERN_ACA_137,Negative Self-Talk During Preparation,Problem,under-prepares for interviews,Career,interview_underprepare,curated,19,true
CONCERN_ACA_137,Negative Self-Talk During Preparation,Problem,arrives underprepared for {task},Self-Management,preparation_under,curated,19,true
CONCERN_ACA_137,Negative Self-Talk During Preparation,Problem,crams the night before {evaluation},Academic,study_cram,curated,19,true
CONCERN_ACA_1376,Fear of failure leading to academic avoidance,Problem,avoids challenges for fear of failing,Emotional,fear_avoid,curated,19,true
CONCERN_ACA_1376,Fear of failure leading to academic avoidance,Problem,avoids the hardest {task},Academic,academic_avoid,curated,19,true
CONCERN_ACA_1376,Fear of failure leading to academic avoidance,Problem,shows difficulty with {task},Academic,generic_Academic,generic_fallback,10,false
CONCERN_ACA_1377,career clarity after Class 10/12,Capability,cannot describe a clear next career step,Career,career_unclear,curated,19,true
CONCERN_ACA_1377,career clarity after Class 10/12,Capability,misses opportunities by not acting on them,Career,career_passive,curated,19,true
CONCERN_ACA_1377,career clarity after Class 10/12,Capability,misreads instructions for {task},Cognitive,comp_misunderstand,curated,19,true
CONCERN_ACA_1439,Excessive procrastination before exams,Behavior,puts off starting {task} until pressured,Self-Management,procrastination_delay,curated,19,true
CONCERN_ACA_1439,Excessive procrastination before exams,Behavior,leaves {task} unfinished,Self-Management,procrastination_incomplete,curated,19,true
CONCERN_ACA_1439,Excessive procrastination before exams,Behavior,crams the night before {evaluation},Academic,study_cram,curated,19,true
CONCERN_ACA_1439,Excessive procrastination before exams,Behavior,starts {task} at the last minute,Self-Management,time_lastminute,curated,19,true
CONCERN_ACA_146,Focus During Long Revision Sessions,Problem,gets pulled away from {task} by distractions,Self-Management,discipline_distracted,curated,19,true
CONCERN_ACA_146,Focus During Long Revision Sessions,Problem,checks the phone repeatedly during {task},Cognitive,focus_distract,curated,19,true
CONCERN_ACA_146,Focus During Long Revision Sessions,Problem,loses focus within minutes of starting {task},Cognitive,focus_drift,curated,19,true
CONCERN_ACA_146,Focus During Long Revision Sessions,Problem,crams the night before {evaluation},Academic,study_cram,curated,19,true
CONCERN_ACA_146,Focus During Long Revision Sessions,Problem,skips planned study sessions,Academic,study_irregular,curated,19,true
CONCERN_ACA_147,Emotional Dependence on Daily Scores,Trait,reacts strongly to small setbacks,Emotional,mood_react,curated,19,true
CONCERN_ACA_147,Emotional Dependence on Daily Scores,Trait,shows visible discomfort during {task},Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_ACA_147,Emotional Dependence on Daily Scores,Trait,struggles to stay composed under pressure,Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_ACA_152,Eliminating Wrong Options,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_152,Eliminating Wrong Options,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_152,Eliminating Wrong Options,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1572,visualizing future self and goals,Problem,works without a clear plan for {task},Self-Management,plan_noplan,curated,19,true
CONCERN_ACA_1572,visualizing future self and goals,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1572,visualizing future self and goals,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1581,prioritize among multiple interests,Capability,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1581,prioritize among multiple interests,Capability,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1581,prioritize among multiple interests,Capability,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1598,awareness of personal stress responses,Problem,rarely notices how their actions affect {peers},Emotional,self_awareness,curated,19,true
CONCERN_ACA_1598,awareness of personal stress responses,Problem,feels overwhelmed by {task},Emotional,stress_overwhelm,curated,19,true
CONCERN_ACA_1598,awareness of personal stress responses,Problem,shows visible discomfort during {task},Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_ACA_16,Interview Preparation Discipline,Capability,under-prepares for interviews,Career,interview_underprepare,curated,19,true
CONCERN_ACA_16,Interview Preparation Discipline,Capability,gets pulled away from {task} by distractions,Self-Management,discipline_distracted,curated,19,true
CONCERN_ACA_16,Interview Preparation Discipline,Capability,abandons routines for {task} after a few days,Self-Management,discipline_inconsistent,curated,19,true
CONCERN_ACA_16,Interview Preparation Discipline,Capability,arrives underprepared for {task},Self-Management,preparation_under,curated,19,true
CONCERN_ACA_16,Interview Preparation Discipline,Capability,crams the night before {evaluation},Academic,study_cram,curated,19,true
CONCERN_ACA_1616,Absence of structured self-reflection habits,Problem,abandons routines for {task} after a few days,Self-Management,discipline_inconsistent,curated,19,true
CONCERN_ACA_1616,Absence of structured self-reflection habits,Problem,rarely notices how their actions affect {peers},Emotional,self_awareness,curated,19,true
CONCERN_ACA_1616,Absence of structured self-reflection habits,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1627,setting realistic personal goals,Problem,works without a clear plan for {task},Self-Management,plan_noplan,curated,19,true
CONCERN_ACA_1627,setting realistic personal goals,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1627,setting realistic personal goals,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1648,Concentration During Studies,Problem,loses focus within minutes of starting {task},Cognitive,focus_drift,curated,19,true
CONCERN_ACA_1648,Concentration During Studies,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1648,Concentration During Studies,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1649,Understanding Concepts,Capability,misreads instructions for {task},Cognitive,comp_misunderstand,curated,19,true
CONCERN_ACA_1649,Understanding Concepts,Capability,has difficulty thinking through {task},Cognitive,generic_Cognitive,generic_fallback,10,false
CONCERN_ACA_1649,Understanding Concepts,Capability,gets stuck when {task} is unfamiliar,Cognitive,generic_Cognitive,generic_fallback,10,false
CONCERN_ACA_1650,Problem-Solving Skills,Capability,repeats the same approach despite poor results,Learning,skill_plateau,curated,19,true
CONCERN_ACA_1650,Problem-Solving Skills,Capability,freezes when a problem has no obvious answer,Cognitive,think_stuck,curated,19,true
CONCERN_ACA_1650,Problem-Solving Skills,Capability,has difficulty thinking through {task},Cognitive,generic_Cognitive,generic_fallback,10,false
CONCERN_ACA_1651,Analytical Thinking,Capability,accepts the first idea without checking it,Cognitive,think_surface,curated,19,true
CONCERN_ACA_1651,Analytical Thinking,Capability,freezes when a problem has no obvious answer,Cognitive,think_stuck,curated,19,true
CONCERN_ACA_1651,Analytical Thinking,Capability,has difficulty thinking through {task},Cognitive,generic_Cognitive,generic_fallback,10,false
CONCERN_ACA_1657,Writing Skills,Capability,repeats the same approach despite poor results,Learning,skill_plateau,curated,19,true
CONCERN_ACA_1657,Writing Skills,Capability,struggles to put ideas into writing,Academic,writing_struggle,curated,19,true
CONCERN_ACA_1657,Writing Skills,Capability,shows difficulty with {task},Academic,generic_Academic,generic_fallback,10,false
CONCERN_ACA_1663,Memory Retention,Problem,forgets material learned for {evaluation},Cognitive,comp_forget,curated,19,true
CONCERN_ACA_1663,Memory Retention,Problem,has difficulty thinking through {task},Cognitive,generic_Cognitive,generic_fallback,10,false
CONCERN_ACA_1663,Memory Retention,Problem,gets stuck when {task} is unfamiliar,Cognitive,generic_Cognitive,generic_fallback,10,false
CONCERN_ACA_1664,Revising Effectively,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1664,Revising Effectively,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1664,Revising Effectively,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1685,Attention During Long Classes,Problem,loses focus within minutes of starting {task},Cognitive,focus_drift,curated,19,true
CONCERN_ACA_1685,Attention During Long Classes,Problem,switches between tasks without finishing any,Cognitive,focus_switch,curated,19,true
CONCERN_ACA_1685,Attention During Long Classes,Problem,has difficulty thinking through {task},Cognitive,generic_Cognitive,generic_fallback,10,false
CONCERN_ACA_1686,Taking Notes Efficiently,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1686,Taking Notes Efficiently,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1686,Taking Notes Efficiently,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1687,Initiative in Learning,Problem,gives up after the first mistake,Learning,learn_giveup,curated,19,true
CONCERN_ACA_1687,Initiative in Learning,Problem,rarely explores topics beyond what is required,Learning,learn_incurious,curated,19,true
CONCERN_ACA_1687,Initiative in Learning,Problem,waits to be told what to do next,Self-Management,ownership_passive,curated,19,true
CONCERN_ACA_1687,Initiative in Learning,Problem,re-reads notes without testing recall,Academic,study_passive,curated,19,true
CONCERN_ACA_1697,Attention in Tuition Classes,Problem,loses focus within minutes of starting {task},Cognitive,focus_drift,curated,19,true
CONCERN_ACA_1697,Attention in Tuition Classes,Problem,switches between tasks without finishing any,Cognitive,focus_switch,curated,19,true
CONCERN_ACA_1697,Attention in Tuition Classes,Problem,has difficulty thinking through {task},Cognitive,generic_Cognitive,generic_fallback,10,false
CONCERN_ACA_1698,Mathematical Reasoning,Capability,freezes when a problem has no obvious answer,Cognitive,think_stuck,curated,19,true
CONCERN_ACA_1698,Mathematical Reasoning,Capability,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1698,Mathematical Reasoning,Capability,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_ACA_1699,Understanding Science Concepts,Capability,misreads instructions for {task},Cognitive,comp_misunderstand,curated,19,true
CONCERN_ACA_1699,Understanding Science Concepts,Capability,has difficulty thinking through {task},Cognitive,generic_Cognitive,generic_fallback,10,false
