archetype_id,archetype_key,archetype_name,problem_id,stakeholder_type,intervention_type,intervention_text,expected_outcome,success_indicator,progress_indicator,confidence_impact,risk_reduction_impact,realism_pass,aligned,is_duplicate,practicality,actionability,outcome_clarity,stakeholder_relevance,archetype_alignment,composite
15,academic_achievement,Academic Achievement & Exam Performance,1,teacher,habit,Encourage a daily classroom habit — a thirty-minute homework and revision block at a set time.,"The student will raise grades through steady, planned study.",Improve marks in the weakest subject by the next report.,More revision tasks completed on schedule each week.,0.456,0.44,true,true,false,5,4,5,1,4,3.8
15,academic_achievement,Academic Achievement & Exam Performance,1,counselor,habit,Anchor a daily habit with your client — a thirty-minute homework and revision block at a set time.,"Your client will raise grades through steady, planned study.",Improve marks in the weakest subject by the next report.,More revision tasks completed on schedule each week.,0.552,0.44,true,true,false,5,4,5,5,4,4.6
15,academic_achievement,Academic Achievement & Exam Performance,1,professional,habit,Build a daily workday habit — a thirty-minute homework and revision block at a set time.,"You will raise grades through steady, planned study.",Improve marks in the weakest subject by the next report.,More revision tasks completed on schedule each week.,0.552,0.44,true,true,false,5,4,5,5,4,4.6
15,academic_achievement,Academic Achievement & Exam Performance,1,student,skill_building,Practise this skill each week — turning past exam papers into targeted revision practice.,"You will raise grades through steady, planned study.",Improve marks in the weakest subject by the next report.,More revision tasks completed on schedule each week.,0.598,0.4,true,true,false,5,4,5,5,4,4.6
15,academic_achievement,Academic Achievement & Exam Performance,1,parent,skill_building,Give your child weekly practice — turning past exam papers into targeted revision practice.,"Your child will raise grades through steady, planned study.",Improve marks in the weakest subject by the next report.,More revision tasks completed on schedule each week.,0.598,0.4,true,true,false,5,4,5,5,4,4.6
15,academic_achievement,Academic Achievement & Exam Performance,1,teacher,skill_building,Set weekly practice for the student — turning past exam papers into targeted revision practice.,"The student will raise grades through steady, planned study.",Improve marks in the weakest subject by the next report.,More revision tasks completed on schedule each week.,0.598,0.4,true,true,false,5,4,5,5,4,4.6
15,academic_achievement,Academic Achievement & Exam Performance,1,counselor,skill_building,Assign your client weekly practice — turning past exam papers into targeted revision practice.,"Your client will raise grades through steady, planned study.",Improve marks in the weakest subject by the next report.,More revision tasks completed on schedule each week.,0.598,0.4,true,true,false,5,4,5,5,4,4.6
15,academic_achievement,Academic Achievement & Exam Performance,1,professional,skill_building,Practise this skill each week at work — turning past exam papers into targeted revision practice.,"You will raise grades through steady, planned study.",Improve marks in the weakest subject by the next report.,More revision tasks completed on schedule each week.,0.598,0.4,true,true,false,5,4,5,5,4,4.6
10,adaptability_change,Adaptability & Change Navigation,5,student,immediate_actions,"Today, write down one new option instead of stalling the next time a plan changes.",You will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.132,0.4,true,true,false,5,5,3,5,4,4.4
10,adaptability_change,Adaptability & Change Navigation,5,parent,immediate_actions,"Today, help your child write down one new option instead of stalling the next time a plan changes.",Your child will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.132,0.4,true,true,false,5,5,3,5,4,4.4
10,adaptability_change,Adaptability & Change Navigation,5,teacher,immediate_actions,"In class today, have the student write down one new option instead of stalling the next time a plan changes.",The student will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.132,0.4,true,true,false,5,5,3,5,4,4.4
10,adaptability_change,Adaptability & Change Navigation,5,counselor,immediate_actions,"In today’s session, guide your client to write down one new option instead of stalling the next time a plan changes.",Your client will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.132,0.4,true,true,false,5,5,3,5,4,4.4
10,adaptability_change,Adaptability & Change Navigation,5,professional,immediate_actions,"Before the workday ends, write down one new option instead of stalling the next time a plan changes.",You will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.126,0.32,true,true,false,5,4,3,5,4,4.2
10,adaptability_change,Adaptability & Change Navigation,5,student,seven_day,"Each day this week, note one change faced and how it was handled.",You will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.252,0.45,true,true,false,5,5,3,5,3,4.2
10,adaptability_change,Adaptability & Change Navigation,5,parent,seven_day,"Each day this week, help your child note one change faced and how it was handled.",Your child will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.252,0.45,true,true,false,5,5,3,5,3,4.2
10,adaptability_change,Adaptability & Change Navigation,5,teacher,seven_day,"Each day this week, have the student note one change faced and how it was handled.",The student will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.252,0.45,true,true,false,5,5,3,5,3,4.2
10,adaptability_change,Adaptability & Change Navigation,5,counselor,seven_day,Set a one-week task for your client to note one change faced and how it was handled.,Your client will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.252,0.45,true,true,false,5,5,3,5,3,4.2
10,adaptability_change,Adaptability & Change Navigation,5,professional,seven_day,"Each workday this week, note one change faced and how it was handled.",You will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.252,0.45,true,true,false,5,5,3,5,3,4.2
10,adaptability_change,Adaptability & Change Navigation,5,student,thirty_day,"Over the next 30 days, follow a practice of handling one unexpected change a week on purpose.",You will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.42,0.55,true,true,false,5,5,3,5,3,4.2
10,adaptability_change,Adaptability & Change Navigation,5,parent,thirty_day,"Over the next 30 days, help your child follow a practice of handling one unexpected change a week on purpose.",Your child will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.42,0.55,true,true,false,5,5,3,5,3,4.2
10,adaptability_change,Adaptability & Change Navigation,5,teacher,thirty_day,"Over the next month, coach the student to follow a practice of handling one unexpected change a week on purpose.",The student will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.4,0.44,true,true,false,5,4,3,5,3,4
10,adaptability_change,Adaptability & Change Navigation,5,counselor,thirty_day,"Across a 30-day plan, work with your client to follow a practice of handling one unexpected change a week on purpose.",Your client will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.42,0.44,true,true,false,5,4,3,5,4,4.2
10,adaptability_change,Adaptability & Change Navigation,5,professional,thirty_day,"Over the next 30 days at work, follow a practice of handling one unexpected change a week on purpose.",You will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.42,0.55,true,true,false,5,5,3,5,3,4.2
10,adaptability_change,Adaptability & Change Navigation,5,student,ninety_day,"Over the next 90 days, build calm adaptability through a term of managed transitions.",You will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.54,0.52,true,false,false,5,4,3,5,1,3.6
10,adaptability_change,Adaptability & Change Navigation,5,parent,ninety_day,"Across this term, help your child build calm adaptability through a term of managed transitions.",Your child will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.54,0.52,true,false,false,5,4,3,5,1,3.6
10,adaptability_change,Adaptability & Change Navigation,5,teacher,ninety_day,"Across the term, support the student to build calm adaptability through a term of managed transitions.",The student will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.54,0.52,true,false,false,5,4,3,5,1,3.6
10,adaptability_change,Adaptability & Change Navigation,5,counselor,ninety_day,"Across a 90-day plan, guide your client to build calm adaptability through a term of managed transitions.",Your client will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.6,0.52,true,true,false,5,4,3,5,3,4
10,adaptability_change,Adaptability & Change Navigation,5,professional,ninety_day,"Over the next quarter at work, build calm adaptability through a term of managed transitions.",You will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.54,0.52,true,false,false,5,4,3,5,1,3.6
10,adaptability_change,Adaptability & Change Navigation,5,student,habit,Build a daily habit — a quick reset plan whenever the routine suddenly shifts.,You will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.504,0.44,true,true,false,5,4,3,5,4,4.2
10,adaptability_change,Adaptability & Change Navigation,5,parent,habit,Help your child build a daily habit — a quick reset plan whenever the routine suddenly shifts.,Your child will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.504,0.44,true,true,false,5,4,3,5,4,4.2
10,adaptability_change,Adaptability & Change Navigation,5,teacher,habit,Encourage a daily classroom habit — a quick reset plan whenever the routine suddenly shifts.,The student will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.408,0.44,true,true,false,5,4,3,1,4,3.4
10,adaptability_change,Adaptability & Change Navigation,5,counselor,habit,Anchor a daily habit with your client — a quick reset plan whenever the routine suddenly shifts.,Your client will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.504,0.44,true,true,false,5,4,3,5,4,4.2
10,adaptability_change,Adaptability & Change Navigation,5,professional,habit,Build a daily workday habit — a quick reset plan whenever the routine suddenly shifts.,You will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.504,0.44,true,true,false,5,4,3,5,4,4.2
10,adaptability_change,Adaptability & Change Navigation,5,student,skill_building,Practise this skill each week — turning an unexpected change into a clear list of next steps.,You will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.52,0.4,true,true,false,5,4,3,5,3,4
10,adaptability_change,Adaptability & Change Navigation,5,parent,skill_building,Give your child weekly practice — turning an unexpected change into a clear list of next steps.,Your child will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.52,0.4,true,true,false,5,4,3,5,3,4
10,adaptability_change,Adaptability & Change Navigation,5,teacher,skill_building,Set weekly practice for the student — turning an unexpected change into a clear list of next steps.,The student will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.52,0.4,true,true,false,5,4,3,5,3,4
10,adaptability_change,Adaptability & Change Navigation,5,counselor,skill_building,Assign your client weekly practice — turning an unexpected change into a clear list of next steps.,Your client will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.52,0.4,true,true,false,5,4,3,5,3,4
10,adaptability_change,Adaptability & Change Navigation,5,professional,skill_building,Practise this skill each week at work — turning an unexpected change into a clear list of next steps.,You will adapt to change without feeling thrown.,Handle a sudden change with a clear next step.,Faster adjustment to changes noted from week to week.,0.52,0.4,true,true,false,5,4,3,5,3,4
16,career_professional_growth,Career Growth & Professional Identity,12,student,immediate_actions,"Today, list three roles or career paths worth exploring and one question to ask about each.","You will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.144,0.4,true,true,false,5,5,5,5,4,4.8
16,career_professional_growth,Career Growth & Professional Identity,12,parent,immediate_actions,"Today, help your child list three roles or career paths worth exploring and one question to ask about each.","Your child will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.144,0.4,true,true,false,5,5,5,5,4,4.8
16,career_professional_growth,Career Growth & Professional Identity,12,teacher,immediate_actions,"In class today, have the student list three roles or career paths worth exploring and one question to ask about each.","The student will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.144,0.4,true,true,false,5,5,5,5,4,4.8
16,career_professional_growth,Career Growth & Professional Identity,12,counselor,immediate_actions,"In today’s session, guide your client to list three roles or career paths worth exploring and one question to ask about each.","Your client will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.144,0.4,true,true,false,5,5,5,5,4,4.8
16,career_professional_growth,Career Growth & Professional Identity,9,professional,immediate_actions,"Before the workday ends, list three roles or career paths worth exploring and one question to ask about each.","You will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.144,0.32,true,true,false,5,4,5,5,5,4.8
16,career_professional_growth,Career Growth & Professional Identity,12,student,seven_day,"Each day this week, research jobs, roles, and the skills they need for twenty minutes.","You will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.288,0.45,true,true,false,5,5,5,5,4,4.8
16,career_professional_growth,Career Growth & Professional Identity,12,parent,seven_day,"Each day this week, help your child research jobs, roles, and the skills they need for twenty minutes.","Your child will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.288,0.45,true,true,false,5,5,5,5,4,4.8
16,career_professional_growth,Career Growth & Professional Identity,12,teacher,seven_day,"Each day this week, have the student research jobs, roles, and the skills they need for twenty minutes.","The student will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.288,0.45,true,true,false,5,5,5,5,4,4.8
16,career_professional_growth,Career Growth & Professional Identity,12,counselor,seven_day,"Set a one-week task for your client to research jobs, roles, and the skills they need for twenty minutes.","Your client will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.288,0.45,true,true,false,5,5,5,5,4,4.8
16,career_professional_growth,Career Growth & Professional Identity,9,professional,seven_day,"Each workday this week, research jobs, roles, and the skills they need for twenty minutes.","You will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.3,0.45,true,true,false,5,5,5,5,5,5
16,career_professional_growth,Career Growth & Professional Identity,12,student,thirty_day,"Over the next 30 days, set up two short informational chats with people in a target career or role.","You will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.48,0.55,true,true,false,5,5,5,5,4,4.8
16,career_professional_growth,Career Growth & Professional Identity,12,parent,thirty_day,"Over the next 30 days, help your child set up two short informational chats with people in a target career or role.","Your child will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.48,0.55,true,true,false,5,5,5,5,4,4.8
16,career_professional_growth,Career Growth & Professional Identity,12,teacher,thirty_day,"Over the next month, coach the student to set up two short informational chats with people in a target career or role.","The student will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.46,0.44,true,true,false,5,4,5,5,4,4.6
16,career_professional_growth,Career Growth & Professional Identity,12,counselor,thirty_day,"Across a 30-day plan, work with your client to set up two short informational chats with people in a target career or role.","Your client will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.46,0.44,true,true,false,5,4,5,5,4,4.6
16,career_professional_growth,Career Growth & Professional Identity,9,professional,thirty_day,"Over the next 30 days at work, set up two short informational chats with people in a target career or role.","You will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.48,0.55,true,true,false,5,5,5,5,4,4.8
16,career_professional_growth,Career Growth & Professional Identity,12,student,ninety_day,"Over the next 90 days, build a clear career direction with a step plan toward a chosen role or promotion.","You will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.72,0.52,true,true,false,5,4,5,5,5,4.8
16,career_professional_growth,Career Growth & Professional Identity,12,parent,ninety_day,"Across this term, help your child build a clear career direction with a step plan toward a chosen role or promotion.","Your child will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.72,0.52,true,true,false,5,4,5,5,5,4.8
16,career_professional_growth,Career Growth & Professional Identity,12,teacher,ninety_day,"Across the term, support the student to build a clear career direction with a step plan toward a chosen role or promotion.","The student will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.72,0.52,true,true,false,5,4,5,5,5,4.8
16,career_professional_growth,Career Growth & Professional Identity,12,counselor,ninety_day,"Across a 90-day plan, guide your client to build a clear career direction with a step plan toward a chosen role or promotion.","Your client will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.66,0.39,true,true,false,4,3,5,5,5,4.4
16,career_professional_growth,Career Growth & Professional Identity,9,professional,ninety_day,"Over the next quarter at work, build a clear career direction with a step plan toward a chosen role or promotion.","You will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.72,0.52,true,true,false,5,4,5,5,5,4.8
16,career_professional_growth,Career Growth & Professional Identity,12,student,habit,"Build a daily habit — a weekly review of one new job, role, or workplace skill.","You will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.6,0.55,true,true,false,5,5,5,5,5,5
16,career_professional_growth,Career Growth & Professional Identity,12,parent,habit,"Help your child build a daily habit — a weekly review of one new job, role, or workplace skill.","Your child will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.6,0.55,true,true,false,5,5,5,5,5,5
16,career_professional_growth,Career Growth & Professional Identity,12,teacher,habit,"Encourage a daily classroom habit — a weekly review of one new job, role, or workplace skill.","The student will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.504,0.55,true,true,false,5,5,5,1,5,4.2
16,career_professional_growth,Career Growth & Professional Identity,12,counselor,habit,"Anchor a daily habit with your client — a weekly review of one new job, role, or workplace skill.","Your client will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.6,0.55,true,true,false,5,5,5,5,5,5
16,career_professional_growth,Career Growth & Professional Identity,9,professional,habit,"Build a daily workday habit — a weekly review of one new job, role, or workplace skill.","You will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.6,0.55,true,true,false,5,5,5,5,5,5
16,career_professional_growth,Career Growth & Professional Identity,12,student,skill_building,Practise this skill each week — writing and updating a focused CV for a specific role.,"You will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.572,0.4,true,true,false,5,4,5,5,3,4.4
16,career_professional_growth,Career Growth & Professional Identity,12,parent,skill_building,Give your child weekly practice — writing and updating a focused CV for a specific role.,"Your child will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.572,0.4,true,true,false,5,4,5,5,3,4.4
16,career_professional_growth,Career Growth & Professional Identity,12,teacher,skill_building,Set weekly practice for the student — writing and updating a focused CV for a specific role.,"The student will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.572,0.4,true,true,false,5,4,5,5,3,4.4
16,career_professional_growth,Career Growth & Professional Identity,12,counselor,skill_building,Assign your client weekly practice — writing and updating a focused CV for a specific role.,"Your client will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.572,0.4,true,true,false,5,4,5,5,3,4.4
16,career_professional_growth,Career Growth & Professional Identity,9,professional,skill_building,Practise this skill each week at work — writing and updating a focused CV for a specific role.,"You will move toward a clear, realistic career direction.",Shortlist two roles and an action plan to reach them.,More concrete career options explored each week.,0.572,0.4,true,true,false,5,4,5,5,3,4.4
22,collaboration_teamwork,Collaboration & Teamwork,13,student,immediate_actions,"Today, offer one helpful idea or share one task with a teammate.",You will work well with a team and contribute a fair share.,Finish a group task where everyone contributed.,More reliable contributions to the group each week.,0.144,0.4,true,true,false,5,5,5,5,4,4.8
22,collaboration_teamwork,Collaboration & Teamwork,13,parent,immediate_actions,"Today, help your child offer one helpful idea or share one task with a teammate.",Your child will work well with a team and contribute a fair share.,Finish a group task where everyone contributed.,More reliable contributions to the group each week.,0.144,0.4,true,true,false,5,5,5,5,4,4.8
22,collaboration_teamwork,Collaboration & Teamwork,13,teacher,immediate_actions,"In class today, have the student offer one helpful idea or share one task with a teammate.",The student will work well with a team and contribute a fair share.,Finish a group task where everyone contributed.,More reliable contributions to the group each week.,0.144,0.4,true,true,false,5,5,5,5,4,4.8
22,collaboration_teamwork,Collaboration & Teamwork,13,counselor,immediate_actions,"In today’s session, guide your client to offer one helpful idea or share one task with a teammate.",Your client will work well with a team and contribute a fair share.,Finish a group task where everyone contributed.,More reliable contributions to the group each week.,0.144,0.4,true,true,false,5,5,5,5,4,4.8
22,collaboration_teamwork,Collaboration & Teamwork,13,professional,immediate_actions,"Before the workday ends, offer one helpful idea or share one task with a teammate.",You will work well with a team and contribute a fair share.,Finish a group task where everyone contributed.,More reliable contributions to the group each week.,0.138,0.32,true,true,false,5,4,5,5,4,4.6
22,collaboration_teamwork,Collaboration & Teamwork,13,student,seven_day,"Each day this week, note one contribution to the group and one task others carried.",You will work well with a team and contribute a fair share.,Finish a group task where everyone contributed.,More reliable contributions to the group each week.,0.288,0.45,true,true,false,5,5,5,5,4,4.8
22,collaboration_teamwork,Collaboration & Teamwork,13,parent,seven_day,"Each day this week, help your child note one contribution to the group and one task others carried.",Your child will work well with a team and contribute a fair share.,Finish a group task where everyone contributed.,More reliable contributions to the group each week.,0.288,0.45,true,true,false,5,5,5,5,4,4.8
