id,question_id,concern,master_bridge_tag,reasons,original,rewritten,rule,confidence,classification
866,Q_FAILURE_001_016,Difficulty Maintaining Emotional Balance During Failures,EMOTIONAL_RECOVERY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When failures affect you emotionally, how effectively can you calm yourself and regain balance?","When failures affect you emotionally, how effectively can you calm yourself and regain balance?",no_change_engine_handles_reflexive,0.95,auto-approve
867,Q_FAILURE_001_017,Difficulty Maintaining Emotional Balance During Failures,EMOTIONAL_RECOVERY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you remind yourself that setbacks are part of growth and learning?,How often do you remind yourself that setbacks are part of growth and learning?,no_change_engine_handles_reflexive,0.95,auto-approve
881,Q_MULTIATTEMPT_001_006,Difficulty Building Emotional Stability During Multiple Attempts,STRATEGIC_PREPARATION,no 2nd-person pronoun (nothing to reframe to 3rd person),How stressful does preparing through multiple attempts feel emotionally?,,missing_anchor_needs_authoring,0.2,manual-review
891,Q_MULTIATTEMPT_001_016,Difficulty Building Emotional Stability During Multiple Attempts,STRATEGIC_PREPARATION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When emotional pressure increases during repeated attempts, how effectively can you calm yourself and continue steadily?","When emotional pressure increases during repeated attempts, how effectively can you calm yourself and continue steadily?",no_change_engine_handles_reflexive,0.95,auto-approve
892,Q_MULTIATTEMPT_001_017,Difficulty Building Emotional Stability During Multiple Attempts,STRATEGIC_PREPARATION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you remind yourself that repeated attempts do not define your worth or future completely?,How often do you remind yourself that repeated attempts do not define your worth or future completely?,no_change_engine_handles_reflexive,0.95,auto-approve
904,Q_IDENTITY_001_004,Weak Emotional Separation Between Identity and Results,ACADEMIC_IDENTITY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When others perform better than you, how much does it affect the way you see yourself?","When others perform better than you, how much does it affect the way you see yourself?",no_change_engine_handles_reflexive,0.95,auto-approve
915,Q_IDENTITY_001_015,Weak Emotional Separation Between Identity and Results,ACADEMIC_IDENTITY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","After setbacks, how quickly are you able to remind yourself that failure does not define you?","After setbacks, how quickly are you able to remind yourself that failure does not define you?",no_change_engine_handles_reflexive,0.95,auto-approve
917,Q_IDENTITY_001_017,Weak Emotional Separation Between Identity and Results,ACADEMIC_IDENTITY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you remind yourself that personal value is not defined only by achievements?,How often do you remind yourself that personal value is not defined only by achievements?,no_change_engine_handles_reflexive,0.95,auto-approve
935,Q_CUTOFFREC_001_010,Weak Emotional Recovery After Missing Expected Cutoffs,STRATEGIC_PREPARATION,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier disappointments, how much harder does emotional recovery feel now after missing cutoffs?",,missing_anchor_needs_authoring,0.2,manual-review
941,Q_CUTOFFREC_001_016,Weak Emotional Recovery After Missing Expected Cutoffs,STRATEGIC_PREPARATION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When disappointment from missed cutoffs increases, how effectively can you calm yourself and continue preparing steadily?","When disappointment from missed cutoffs increases, how effectively can you calm yourself and continue preparing steadily?",no_change_engine_handles_reflexive,0.95,auto-approve
942,Q_CUTOFFREC_001_017,Weak Emotional Recovery After Missing Expected Cutoffs,STRATEGIC_PREPARATION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you remind yourself that missing one cutoff does not define your entire future?,How often do you remind yourself that missing one cutoff does not define your entire future?,no_change_engine_handles_reflexive,0.95,auto-approve
964,Q_HOPE_001_014,Difficulty Sustaining Hope During Long Competitive Journeys,MOTIVATION_VALUES,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How likely are you to emotionally isolate yourself when you lose hope about your journey?,How likely are you to emotionally isolate yourself when you lose hope about your journey?,no_change_engine_handles_reflexive,0.95,auto-approve
966,Q_HOPE_001_016,Difficulty Sustaining Hope During Long Competitive Journeys,MOTIVATION_VALUES,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When preparation feels uncertain, how effectively can you emotionally reassure yourself and stay hopeful?","When preparation feels uncertain, how effectively can you emotionally reassure yourself and stay hopeful?",no_change_engine_handles_reflexive,0.95,auto-approve
967,Q_HOPE_001_017,Difficulty Sustaining Hope During Long Competitive Journeys,MOTIVATION_VALUES,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you remind yourself that long journeys can still lead to meaningful success over time?,How often do you remind yourself that long journeys can still lead to meaningful success over time?,no_change_engine_handles_reflexive,0.95,auto-approve
1042,Q_STREAMCONF_001_017,Weak Confidence in Stream Selection Decisions,CONFIDENCE_SELF,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you remind yourself why you originally chose your stream?,How often do you remind yourself why you originally chose your stream?,no_change_engine_handles_reflexive,0.95,auto-approve
1066,Q_CAREER_001_016_v3,Difficulty Managing Fear of Choosing the Wrong Career,CAREER_READINESS,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When confused about career choices, how effectively can you calm yourself and think clearly?","When confused about career choices, how effectively can you calm yourself and think clearly?",no_change_engine_handles_reflexive,0.95,auto-approve
1092,Q_FAMCAREER_001_017,Difficulty Handling Family Pressure in Career Decisions,ADJUSTMENT_COPING,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you remind yourself that your career decisions should reflect your own interests and strengths?,How often do you remind yourself that your career decisions should reflect your own interests and strengths?,no_change_engine_handles_reflexive,0.95,auto-approve
1117,Q_ANXIETY_001_017,Difficulty Managing Anxiety About Future Stability,EMOTIONAL_REGULATION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you remind yourself that the future is uncertain for everyone?,How often do you remind yourself that the future is uncertain for everyone?,no_change_engine_handles_reflexive,0.95,auto-approve
1141,Q_CAREERUNCERT_001_016,Weak Emotional Stability During Career Uncertainty,CAREER_READINESS,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When career uncertainty increases, how effectively can you calm yourself and think clearly?","When career uncertainty increases, how effectively can you calm yourself and think clearly?",no_change_engine_handles_reflexive,0.95,auto-approve
1155,Q_CAREER_001_005_v4,Difficulty Managing Social Comparison in Career Choices,CAREER_READINESS,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","Even after comparing yourself with others, how confident are you about your own career direction?","Even after comparing yourself with others, how confident are you about your own career direction?",no_change_engine_handles_reflexive,0.95,auto-approve
